ensembl_gene_id	GTEx_gene_id_version	Description	Adipose...Subcutaneous	Adipose...Visceral..Omentum.	Adrenal.Gland	Artery...Aorta	Artery...Coronary	Artery...Tibial	Bladder	Brain...Amygdala	Brain...Anterior.cingulate.cortex..BA24.	Brain...Caudate..basal.ganglia.	Brain...Cerebellar.Hemisphere	Brain...Cerebellum	Brain...Cortex	Brain...Frontal.Cortex..BA9.	Brain...Hippocampus	Brain...Hypothalamus	Brain...Nucleus.accumbens..basal.ganglia.	Brain...Putamen..basal.ganglia.	Brain...Spinal.cord..cervical.c.1.	Brain...Substantia.nigra	Breast...Mammary.Tissue	Cells...EBV.transformed.lymphocytes	Cells...Transformed.fibroblasts	Cervix...Ectocervix	Cervix...Endocervix	Colon...Sigmoid	Colon...Transverse	Esophagus...Gastroesophageal.Junction	Esophagus...Mucosa	Esophagus...Muscularis	Fallopian.Tube	Heart...Atrial.Appendage	Heart...Left.Ventricle	Kidney...Cortex	Liver	Lung	Minor.Salivary.Gland	Muscle...Skeletal	Nerve...Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin...Not.Sun.Exposed..Suprapubic.	Skin...Sun.Exposed..Lower.leg.	Small.Intestine...Terminal.Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole.Blood	tissue_means	sum
ENSG00000249997	ENSG00000249997.1	AC068137.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230548	ENSG00000230548.1	MTND4P27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234934	ENSG00000234934.1	MTND5P29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248136	ENSG00000248136.1	MTND6P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233550	ENSG00000233550.1	AC068137.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233285	ENSG00000233285.1	AC073869.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227275	ENSG00000227275.1	MTND6P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235080	ENSG00000235080.1	MTND5P23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231777	ENSG00000231777.1	MTND4P21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227661	ENSG00000227661.1	AC073869.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236590	ENSG00000236590.1	MTATP6P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234480	ENSG00000234480.1	AC073869.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.736	0	0	0	0	0.0138867924528302	0.74988679245283
ENSG00000237910	ENSG00000237910.1	AC073869.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2574	0	0	0	0	0.00485660377358491	0.262256603773585
ENSG00000234939	ENSG00000234939.1	MTND2P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03271	0	0	0	0	0.000617169811320755	0.0333271698113208
ENSG00000234576	ENSG00000234576.1	MTND1P26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227149	ENSG00000227149.1	AC092156.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231567	ENSG00000231567.1	MTND2P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223921	ENSG00000223921.1	MTND1P27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224288	ENSG00000224288.2	AC013437.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226839	ENSG00000226839.1	MTND6P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224852	ENSG00000224852.1	MTND5P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232772	ENSG00000232772.1	MTND4P22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03331	0.000628490566037736	0.0339384905660377
ENSG00000236300	ENSG00000236300.2	AC013437.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227557	ENSG00000227557.1	MTND3P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2125	0.00400943396226415	0.216509433962264
ENSG00000225476	ENSG00000225476.1	AC013437.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1712	0	0	0	0	0	0.3597	0.0100169811320755	0.540916981132076
ENSG00000231766	ENSG00000231766.1	AC013437.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232982	ENSG00000232982.1	AC092662.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229701	ENSG00000229701.1	MTND2P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233709	ENSG00000233709.1	MTND4P28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233039	ENSG00000233039.1	MTND5P30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233248	ENSG00000233248.1	MTND6P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229935	ENSG00000229935.1	AC092662.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227348	ENSG00000227348.1	MTND5P25	0.1299	0.1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06727	0	0.114	0.05052	0	0	0.1509	0	0.13415	0	0.1061	0	0	0.03458	0.02852	0.05174	0	0.2086	0.1247	0	0.07246	0	0.048395	0	0.058355	0.04651	0.04374	0.1792	0.26315	0.064715	0	0.14195	0.1097	0.09915	0	0.0458699056603774	2.47697490566038
ENSG00000225796	ENSG00000225796.2	MTND4P23	0.2162	0.1247	0.04444	0.04298	0.04139	0	0.0294	0.03932	0.03895	0.053305	0	0	0.04655	0.02637	0.03487	0.06025	0.02833	0.032035	0.1216	0.062515	0.14205	0.088925	0.02336	0.07815	0.08802	0.05588	0.1969	0.060085	0.1364	0.05888	0	0.05477	0.04633	0.05495	0.05727	0.3016	0.1863	0.035205	0.12065	0.02754	0.090795	0.03458	0.10081	0.06907	0.06829	0.266	0.30665	0.11675	0	0.1948	0.1107	0.1447	0	0.0822568867924528	4.44187188679245
ENSG00000235318	ENSG00000235318.3	AC005037.6	0.12075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1308	0	0	0	0	0	0	0	0	0.1857	0.1161	0	0	0	0	0	0	0	0	0.2062	0.2607	0	0	0	0	0	0	0.01925	1.0395
ENSG00000234842	ENSG00000234842.1	AC007163.8	0.100315	0	0.13035	0.1808	0.1837	0	0	0.1088	0.08294	0.08753	0.07108	0	0.07149	0.08174	0.1122	0.1301	0.1076	0.08819	0.7768	0.1706	0.0914	0	0.1759	0.0718	0	0	0	0	0	0	0	0.09663	0.02691	0	0	0.1303	0	0	0.066175	0.2435	0	0.3163	0	0	0	0	0	0	0.385	0	0.06868	0	0	0.0784307547169811	4.23526075471698
ENSG00000224299	ENSG00000224299.1	AC007282.6	0	0	0.13395	0.1647	0.2008	0	0	0.066585	0.1097	0.09067	0	0	0.062995	0.06607	0.08743	0.1145	0.1261	0.046755	0.4862	0.09778	0.06701	0	0.2132	0	0	0	0	0	0	0	0	0.07146	0	0	0	0.1101	0	0	0	0.2389	0	0.2161	0	0	0	0	0	0	0.3191	0	0	0	0	0.0583038679245283	3.14840886792453
ENSG00000227736	ENSG00000227736.1	AC007163.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1178	0	0	0	0	0.00222264150943396	0.120022641509434
ENSG00000224590	ENSG00000224590.1	AC007163.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234731	ENSG00000234731.2	AC007163.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249177	ENSG00000249177.1	MTND4P29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2153	0	0	0	0	0.0044088679245283	0.238078867924528
ENSG00000223619	ENSG00000223619.1	AC009960.1	0	0	0	0	0	0	0	0	0	0	0.050995	0.09239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004745	0.25623
ENSG00000233888	ENSG00000233888.2	AC009960.2	0	0	0	0	0	0	0	0	0	0	0	0.05471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010322641509434	0.0557422641509434
ENSG00000235433	ENSG00000235433.1	AC009960.4	0	0	0	0	0	0	0	0	0	0	0.04179	0.04887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171056603773585	0.0923705660377358
ENSG00000237542	ENSG00000237542.1	AC009960.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233134	ENSG00000233134.1	AC009960.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241221	ENSG00000241221.2	AC009960.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227454	ENSG00000227454.2	MTND4P30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000707924528301887	0.0382279245283019
ENSG00000233311	ENSG00000233311.1	AC009960.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232631	ENSG00000232631.1	MTND2P23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236007	ENSG00000236007.1	AC105921.5	0	0	0	0	0	0	0	0	0	0	0	0.04405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000831132075471698	0.0448811320754717
ENSG00000225911	ENSG00000225911.1	AC009310.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233026	ENSG00000233026.1	AC026166.2	0	0	0	0	0	0	0	0	0	0	0	0.1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026622641509434	0.143762264150943
ENSG00000227795	ENSG00000227795.1	AC092796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239568	ENSG00000239568.1	RP11-654C22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240951	ENSG00000240951.1	RP11-91A15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240309	ENSG00000240309.1	RP11-91A15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269028	ENSG00000269028.2	MTRNR2L12	2.5055	2.567	5.601	1.532	2.094	2.44	1.648	16.195	13.94	13.895	7.256	7.113	11.61	11.96	14.61	12.5	14.69	15.035	10.33	16.205	2.2235	2.5695	1.849	0.8561	1.182	3.39	3.4325	3.4045	2.045	3.213	1.234	5.967	8.184	5.979	3.394	2.539	1.657	4.179	2.153	1.418	1.0625	2.416	2.89	2.52	2.521	2.674	1.897	3.436	3.869	2.3975	1.493	1.613	1.439	5.18535094339623	280.008950943396
ENSG00000241787	ENSG00000241787.1	MTND4P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239632	ENSG00000239632.1	RP11-52L11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242214	ENSG00000242214.1	MTND3P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242836	ENSG00000242836.1	RP11-52L11.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249580	ENSG00000249580.1	RP11-52L11.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243658	ENSG00000243658.1	MTND5P16	0	0	0	0	0	0	0	0	0.02915	0.03423	0	0.01774	0.03358	0.04253	0	0.02845	0.0309	0.02367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00453301886792453	0.244783018867925
ENSG00000240034	ENSG00000240034.1	MTND6P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250630	ENSG00000250630.1	RP11-52L11.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239586	ENSG00000239586.1	MTND1P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240796	ENSG00000240796.1	MTND2P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240452	ENSG00000240452.1	RP11-567P17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243257	ENSG00000243257.1	RP11-567P17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242178	ENSG00000242178.1	MTND4P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240084	ENSG00000240084.1	RP11-12N13.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240824	ENSG00000240824.1	MTND3P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242456	ENSG00000242456.1	RP11-12N13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234594	ENSG00000234594.1	RP11-263C16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231888	ENSG00000231888.1	MTND5P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249780	ENSG00000249780.1	RP11-352E6.2	0.4576	0.3884	0.5796	0.1971	0.2079	0.3766	0	0.7771	0.6526	0.67815	0.5033	0.4005	0.57945	0.644	0.6618	0.6358	0.5645	0.6252	0.5174	0.5864	0.42595	0.21795	0.1727	0.08355	0.4682	0.3668	0.44745	0.38705	0.2439	0.38155	0.1961	0.6844	0.9559	0.7293	0.4512	0.2992	0.3393	0.5514	0.3522	0.1917	0.12155	0.3051	0.38955	0.4476	0.4641	0.3441	0.2054	0.40525	0.3794	0.49805	0.1897	0.2091	0.1447	0.416656603773585	22.4994566037736
ENSG00000251252	ENSG00000251252.1	MTND2P31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251212	ENSG00000251212.1	MTND5P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250050	ENSG00000250050.1	MTND4P9	0	0.03317	0	0	0	0	0	0.040005	0.06802	0.04876	2.7825	2.895	0.070725	0.06767	0.02691	0.03873	0.02931	0.016905	0.02297	0.020865	0	0.3614	0	0.036115	0	0	0.079875	0	0	0	0	0	0	0.03071	0	0.1689	0.1907	0	0.1811	0	0.077415	0	0	0	0	0.1498	0.22785	0.072505	0	0.045665	0	0	0	0.146859905660377	7.93043490566038
ENSG00000248133	ENSG00000248133.1	RP11-302F12.7	0	0	0	0	0	0	0	0	0	0	0.43985	0.5663	0	0	0	0	0	0	0	0	0	0	0	0	0.1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224084905660377	1.21005849056604
ENSG00000251353	ENSG00000251353.1	MTND3P5	0	0	0	0	0	0	0	0	0	0	0.80365	0.9841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337311320754717	1.82148113207547
ENSG00000248654	ENSG00000248654.1	RP11-302F12.5	0	0	0	0	0	0	0	0	0	0	0.70225	0.8465	0	0	0	0	0	0	0	0	0	0.07981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0317922641509434	1.71678226415094
ENSG00000250624	ENSG00000250624.1	RP11-93M12.1	0	0	0	0.05839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0675	0	0	0.00237528301886792	0.128265283018868
ENSG00000268736	ENSG00000268736.1	RP11-1281K21.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248946	ENSG00000248946.2	RP11-1281K21.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268967	ENSG00000268967.1	RP11-1281K21.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268391	ENSG00000268391.1	RP11-241F15.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
