hgnc_symbol	ensembl_gene_id_version	transcript_count	gene_biotype	description
MTND5P13	ENSG00000250169.1	1	pseudogene	MT-ND5 pseudogene 13 [Source:HGNC Symbol;Acc:42304]
MTND6P2	ENSG00000250389.1	1	pseudogene	MT-ND6 pseudogene 2 [Source:HGNC Symbol;Acc:39465]
NA	ENSG00000250624.1	1	pseudogene	NA
NA	ENSG00000250630.1	1	pseudogene	NA
NA	ENSG00000250808.1	1	pseudogene	NA
NA	ENSG00000250839.1	1	pseudogene	NA
NA	ENSG00000250890.1	1	pseudogene	NA
MTND5P4	ENSG00000251212.1	1	pseudogene	MT-ND5 pseudogene 4 [Source:HGNC Symbol;Acc:42306]
NA	ENSG00000251223.1	1	pseudogene	NA
MTND2P31	ENSG00000251252.1	1	pseudogene	MT-ND2 pseudogene 31 [Source:HGNC Symbol;Acc:42132]
NA	ENSG00000251340.1	1	pseudogene	NA
MTND3P5	ENSG00000251353.1	1	pseudogene	MT-ND3 pseudogene 5 [Source:HGNC Symbol;Acc:42154]
NA	ENSG00000251385.2	1	pseudogene	NA
MTND1P22	ENSG00000251407.1	1	pseudogene	MT-ND1 pseudogene 22 [Source:HGNC Symbol;Acc:42093]
NA	ENSG00000251430.1	1	pseudogene	NA
MTND1P19	ENSG00000251449.2	1	pseudogene	MT-ND1 pseudogene 19 [Source:HGNC Symbol;Acc:42094]
NA	ENSG00000251476.2	1	pseudogene	NA
MTND5P12	ENSG00000251544.1	1	pseudogene	MT-ND5 pseudogene 12 [Source:HGNC Symbol;Acc:42274]
RNU6-656P	ENSG00000252594.1	1	snRNA	RNA, U6 small nuclear 656, pseudogene [Source:HGNC Symbol;Acc:47619]
NA	ENSG00000253178.1	1	pseudogene	NA
MTND1P36	ENSG00000253245.2	1	pseudogene	MT-ND1 pseudogene 36 [Source:HGNC Symbol;Acc:42086]
MTND4P7	ENSG00000253257.1	1	pseudogene	MT-ND4 pseudogene 7 [Source:HGNC Symbol;Acc:42234]
NA	ENSG00000253290.1	1	pseudogene	NA
NA	ENSG00000253504.1	1	pseudogene	NA
NA	ENSG00000253556.1	1	pseudogene	NA
NA	ENSG00000253615.1	1	pseudogene	NA
NA	ENSG00000253685.1	1	pseudogene	NA
MTND1P5	ENSG00000253795.1	1	pseudogene	MT-ND1 pseudogene 5 [Source:HGNC Symbol;Acc:42104]
MTND1P7	ENSG00000253828.2	1	pseudogene	MT-ND1 pseudogene 7 [Source:HGNC Symbol;Acc:42102]
NA	ENSG00000253916.1	1	pseudogene	NA
MTND2P7	ENSG00000253970.1	1	pseudogene	MT-ND2 pseudogene 7 [Source:HGNC Symbol;Acc:42141]
NA	ENSG00000254015.1	1	pseudogene	NA
MTND2P32	ENSG00000254090.1	1	pseudogene	MT-ND2 pseudogene 32 [Source:HGNC Symbol;Acc:42139]
NA	ENSG00000254118.1	1	pseudogene	NA
MTND6P3	ENSG00000254132.1	1	pseudogene	MT-ND6 pseudogene 3 [Source:HGNC Symbol;Acc:39466]
MTND6P20	ENSG00000254156.1	1	pseudogene	MT-ND6 pseudogene 20 [Source:HGNC Symbol;Acc:39483]
NA	ENSG00000254241.1	1	pseudogene	NA
MTND1P6	ENSG00000254346.2	1	pseudogene	MT-ND1 pseudogene 6 [Source:HGNC Symbol;Acc:42103]
MTND6P19	ENSG00000254384.1	1	pseudogene	MT-ND6 pseudogene 19 [Source:HGNC Symbol;Acc:39482]
MTND2P26	ENSG00000254565.1	1	pseudogene	MT-ND2 pseudogene 26 [Source:HGNC Symbol;Acc:42127]
NA	ENSG00000254650.1	1	pseudogene	NA
NA	ENSG00000254747.1	1	pseudogene	NA
NA	ENSG00000254895.2	1	pseudogene	NA
NA	ENSG00000254931.2	1	pseudogene	NA
NA	ENSG00000255022.1	1	pseudogene	NA
MTND1P35	ENSG00000255055.1	1	pseudogene	MT-ND1 pseudogene 35 [Source:HGNC Symbol;Acc:42088]
NA	ENSG00000255149.1	1	pseudogene	NA
NA	ENSG00000255316.1	1	pseudogene	NA
NA	ENSG00000255350.1	1	pseudogene	NA
NA	ENSG00000255417.1	1	pseudogene	NA
MTRNR2L9	ENSG00000255633.3	1	protein_coding	MT-RNR2-like 9 (pseudogene) [Source:HGNC Symbol;Acc:37166]
MTRNR2L8	ENSG00000255823.1	1	protein_coding	MT-RNR2-like 8 [Source:HGNC Symbol;Acc:37165]
MTRNR2L10	ENSG00000256045.1	1	protein_coding	MT-RNR2-like 10 [Source:HGNC Symbol;Acc:37167]
NA	ENSG00000256148.1	1	pseudogene	NA
MTRNR2L3	ENSG00000256222.1	1	protein_coding	MT-RNR2-like 3 [Source:HGNC Symbol;Acc:37157]
MTRNR2L1	ENSG00000256618.1	1	protein_coding	MT-RNR2-like 1 [Source:HGNC Symbol;Acc:37155]
MTRNR2L7	ENSG00000256892.1	1	protein_coding	MT-RNR2-like 7 [Source:HGNC Symbol;Acc:37164]
NA	ENSG00000256984.1	1	lincRNA	NA
MTND1P24	ENSG00000257858.1	1	pseudogene	MT-ND1 pseudogene 24 [Source:HGNC Symbol;Acc:42073]
MTND2P17	ENSG00000258239.1	1	pseudogene	MT-ND2 pseudogene 17 [Source:HGNC Symbol;Acc:42118]
NA	ENSG00000258615.1	1	pseudogene	NA
NA	ENSG00000258762.1	1	pseudogene	NA
NA	ENSG00000258923.2	1	pseudogene	NA
NA	ENSG00000259012.2	1	pseudogene	NA
NA	ENSG00000259045.1	1	pseudogene	NA
NA	ENSG00000259239.1	1	pseudogene	NA
NA	ENSG00000259379.1	1	pseudogene	NA
NA	ENSG00000259593.1	1	pseudogene	NA
NA	ENSG00000259600.2	1	pseudogene	NA
NA	ENSG00000259626.2	1	pseudogene	NA
NA	ENSG00000259651.2	1	pseudogene	NA
NA	ENSG00000259671.1	1	pseudogene	NA
NA	ENSG00000259688.1	1	pseudogene	NA
NA	ENSG00000260067.1	1	pseudogene	NA
NA	ENSG00000260161.1	1	pseudogene	NA
NA	ENSG00000260639.1	1	pseudogene	NA
NA	ENSG00000261778.1	1	pseudogene	NA
NA	ENSG00000261904.1	1	pseudogene	NA
NA	ENSG00000262095.1	1	pseudogene	NA
NA	ENSG00000262107.1	1	pseudogene	NA
NA	ENSG00000262118.1	1	pseudogene	NA
NA	ENSG00000262158.1	1	pseudogene	NA
NA	ENSG00000262259.1	1	pseudogene	NA
NA	ENSG00000262322.1	1	pseudogene	NA
NA	ENSG00000262381.1	1	pseudogene	NA
NA	ENSG00000262902.1	1	pseudogene	NA
NA	ENSG00000263045.1	1	pseudogene	NA
NA	ENSG00000263177.1	1	pseudogene	NA
NA	ENSG00000263196.1	1	pseudogene	NA
NA	ENSG00000263241.1	1	pseudogene	NA
MTATP6P3	ENSG00000263483.1	1	pseudogene	mitochondrially encoded ATP synthase 6 pseudogene 3 [Source:HGNC Symbol;Acc:44577]
NA	ENSG00000263914.1	1	pseudogene	NA
MIR4461	ENSG00000263963.1	1	miRNA	microRNA 4461 [Source:HGNC Symbol;Acc:41656]
MTND1P15	ENSG00000264168.1	2	pseudogene	MT-ND1 pseudogene 15 [Source:HGNC Symbol;Acc:42064]
NA	ENSG00000264316.1	1	pseudogene	NA
NA	ENSG00000264338.1	1	miRNA	NA
NA	ENSG00000264839.1	1	miRNA	NA
MIR4484	ENSG00000265092.1	1	miRNA	microRNA 4484 [Source:HGNC Symbol;Acc:41799]
NA	ENSG00000266179.2	1	pseudogene	NA
NA	ENSG00000266529.1	1	pseudogene	NA
NA	ENSG00000267085.1	1	pseudogene	NA
NA	ENSG00000267541.1	1	pseudogene	NA
NA	ENSG00000267713.1	1	pseudogene	NA
NA	ENSG00000268391.1	1	pseudogene	NA
NA	ENSG00000268736.1	1	pseudogene	NA
NA	ENSG00000268967.1	1	pseudogene	NA
MTRNR2L12	ENSG00000269028.2	1	protein_coding	MT-RNR2-like 12 (pseudogene) [Source:HGNC Symbol;Acc:37169]
NA	ENSG00000269786.1	1	pseudogene	NA
MTRNR2L11	ENSG00000270188.1	1	protein_coding	MT-RNR2-like 11 (pseudogene) [Source:HGNC Symbol;Acc:37168]
NA	ENSG00000270225.1	1	pseudogene	NA
NA	ENSG00000270230.1	1	pseudogene	NA
NA	ENSG00000270232.1	1	pseudogene	NA
MTATP6P2	ENSG00000270307.1	1	pseudogene	mitochondrially encoded ATP synthase 6 pseudogene 2 [Source:HGNC Symbol;Acc:44576]
NA	ENSG00000270350.1	1	pseudogene	NA
NA	ENSG00000270388.1	1	pseudogene	NA
MTRNR2L13	ENSG00000270394.1	1	protein_coding	MT-RNR2-like 13 (pseudogene) [Source:HGNC Symbol;Acc:37170]
MTRNR2L6	ENSG00000270672.1	1	protein_coding	MT-RNR2-like 6 [Source:HGNC Symbol;Acc:37163]
NA	ENSG00000270906.1	1	pseudogene	NA
MTRNR2L2	ENSG00000271043.1	1	protein_coding	MT-RNR2-like 2 [Source:HGNC Symbol;Acc:37156]
NA	ENSG00000271207.1	1	pseudogene	NA
NA	ENSG00000271480.1	1	pseudogene	NA
MTND5P10	ENSG00000271687.1	1	pseudogene	MT-ND5 pseudogene 10 [Source:HGNC Symbol;Acc:42272]
NA	ENSG00000271749.1	1	pseudogene	NA
NA	ENSG00000271900.1	1	pseudogene	NA
