id	hgnc_symbol	chromosome_name	start_position	end_position	strand	ensembl_gene_id	transcript_count	gene_biotype
NUMT_03.017	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_03.017	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_03.017	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_03.017	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_03.017	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_03.018	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_03.018	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_03.018	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_03.018	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_03.018	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_03.018	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_03.018	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_03.018	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_03.018	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_03.018	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_03.018	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_03.018	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_03.019	MT-TF	MT	577	647	1	ENSG00000210049	1	Mt_tRNA
NUMT_03.019	MT-TF	MT	577	647	1	ENSG00000210049	1	Mt_tRNA
NUMT_03.019	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_03.019	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_03.020	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_03.020	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_03.020	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_03.020	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_03.021	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_03.021	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_03.022	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_03.022	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_03.022	MT-TI	MT	4263	4331	1	ENSG00000210100	1	Mt_tRNA
NUMT_03.022	MT-TI	MT	4263	4331	1	ENSG00000210100	1	Mt_tRNA
NUMT_03.022	MT-TQ	MT	4329	4400	-1	ENSG00000210107	1	Mt_tRNA
NUMT_03.022	MT-TQ	MT	4329	4400	-1	ENSG00000210107	1	Mt_tRNA
NUMT_03.022	MT-TM	MT	4402	4469	1	ENSG00000210112	1	Mt_tRNA
NUMT_03.022	MT-TM	MT	4402	4469	1	ENSG00000210112	1	Mt_tRNA
NUMT_03.022	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_03.022	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_03.023	MT-TV	MT	1602	1670	1	ENSG00000210077	1	Mt_tRNA
NUMT_03.023	MT-TV	MT	1602	1670	1	ENSG00000210077	1	Mt_tRNA
NUMT_03.023	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_03.023	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_03.023	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_03.023	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_03.024	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_03.024	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_03.024	MT-TS1	MT	7446	7514	-1	ENSG00000210151	1	Mt_tRNA
NUMT_03.024	MT-TS1	MT	7446	7514	-1	ENSG00000210151	1	Mt_tRNA
NUMT_03.024	MT-TD	MT	7518	7585	1	ENSG00000210154	1	Mt_tRNA
NUMT_03.024	MT-TD	MT	7518	7585	1	ENSG00000210154	1	Mt_tRNA
NUMT_03.024	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_03.024	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_03.025	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_03.025	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_03.026	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_03.026	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_03.027	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_03.027	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_03.028	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_03.028	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_03.029	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_03.029	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
NUMT_03.029	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_03.029	MT-TC	MT	5761	5826	-1	ENSG00000210140	1	Mt_tRNA
NUMT_03.030	MT-TS1	MT	7446	7514	-1	ENSG00000210151	1	Mt_tRNA
NUMT_03.030	MT-TS1	MT	7446	7514	-1	ENSG00000210151	1	Mt_tRNA
NUMT_03.030	MT-TD	MT	7518	7585	1	ENSG00000210154	1	Mt_tRNA
NUMT_03.030	MT-TD	MT	7518	7585	1	ENSG00000210154	1	Mt_tRNA
NUMT_03.030	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_03.030	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_03.031	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_03.031	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_03.032	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_03.032	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_03.032	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_03.032	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_03.032	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_03.032	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_03.033	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_03.033	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_03.033	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_03.033	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_03.033	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_03.033	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_03.033	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_03.033	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_03.033	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_03.033	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_03.033	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_03.033	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_03.033	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_03.033	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_03.034	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_03.034	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_03.035	MT-TV	MT	1602	1670	1	ENSG00000210077	1	Mt_tRNA
NUMT_03.035	MT-TV	MT	1602	1670	1	ENSG00000210077	1	Mt_tRNA
NUMT_03.035	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_03.035	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_03.035	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_03.035	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_03.036	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_03.036	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_03.037	MT-TF	MT	577	647	1	ENSG00000210049	1	Mt_tRNA
NUMT_03.037	MT-TF	MT	577	647	1	ENSG00000210049	1	Mt_tRNA
NUMT_03.037	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_03.037	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_03.038	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.038	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.039	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_03.039	MT-CO1	MT	5904	7445	1	ENSG00000198804	1	protein_coding
NUMT_03.040	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_03.040	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_03.041	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_03.041	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_03.041	MT-TI	MT	4263	4331	1	ENSG00000210100	1	Mt_tRNA
NUMT_03.041	MT-TI	MT	4263	4331	1	ENSG00000210100	1	Mt_tRNA
NUMT_03.041	MT-TQ	MT	4329	4400	-1	ENSG00000210107	1	Mt_tRNA
NUMT_03.041	MT-TQ	MT	4329	4400	-1	ENSG00000210107	1	Mt_tRNA
NUMT_03.042	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_03.042	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_03.043	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_03.043	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_03.044	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_03.044	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_03.044	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_03.044	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.002	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.002	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.003	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_04.003	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_04.004	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_04.004	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_04.005	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_04.005	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_04.005	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_04.005	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_04.005	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_04.005	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_04.005	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_04.005	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_04.006	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.006	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.006	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_04.006	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_04.006	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_04.006	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_04.006	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_04.006	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_04.006	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.006	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.006	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_04.006	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_04.007	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.007	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.008	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.008	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.008	MT-TT	MT	15888	15953	1	ENSG00000210195	1	Mt_tRNA
NUMT_04.008	MT-TT	MT	15888	15953	1	ENSG00000210195	1	Mt_tRNA
NUMT_04.009	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_04.009	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_04.009	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_04.009	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_04.010	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_04.010	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_04.011	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.011	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.012	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.012	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.012	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.012	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.012	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_04.012	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_04.013	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.013	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.014	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.014	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.014	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.014	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.014	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_04.014	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_04.015	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_04.015	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_04.016	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_04.016	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_04.016	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.016	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.017	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.017	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.018	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_04.018	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_04.018	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_04.018	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_04.018	MT-TE	MT	14674	14742	-1	ENSG00000210194	1	Mt_tRNA
NUMT_04.018	MT-TE	MT	14674	14742	-1	ENSG00000210194	1	Mt_tRNA
NUMT_04.018	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.018	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.018	MT-TT	MT	15888	15953	1	ENSG00000210195	1	Mt_tRNA
NUMT_04.018	MT-TT	MT	15888	15953	1	ENSG00000210195	1	Mt_tRNA
NUMT_04.018	MT-TP	MT	15956	16023	-1	ENSG00000210196	1	Mt_tRNA
NUMT_04.018	MT-TP	MT	15956	16023	-1	ENSG00000210196	1	Mt_tRNA
NUMT_04.019	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.019	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.019	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_04.019	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_04.019	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_04.019	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_04.019	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_04.019	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_04.019	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.019	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.019	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_04.019	MT-TG	MT	9991	10058	1	ENSG00000210164	1	Mt_tRNA
NUMT_04.020	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_04.020	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_04.020	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_04.020	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_04.020	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_04.020	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_04.021	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_04.021	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_04.021	MT-TW	MT	5512	5579	1	ENSG00000210117	1	Mt_tRNA
NUMT_04.021	MT-TW	MT	5512	5579	1	ENSG00000210117	1	Mt_tRNA
NUMT_04.022	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_04.022	MT-CO2	MT	7586	8269	1	ENSG00000198712	1	protein_coding
NUMT_04.023	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.023	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.024	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.024	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.025	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.025	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.026	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_04.026	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_04.027	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.027	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.028	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.028	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.028	MT-TL1	MT	3230	3304	1	ENSG00000209082	1	Mt_tRNA
NUMT_04.028	MT-TL1	MT	3230	3304	1	ENSG00000209082	1	Mt_tRNA
NUMT_04.028	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_04.028	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_04.029	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.029	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.029	MT-TT	MT	15888	15953	1	ENSG00000210195	1	Mt_tRNA
NUMT_04.029	MT-TT	MT	15888	15953	1	ENSG00000210195	1	Mt_tRNA
NUMT_04.029	MT-TP	MT	15956	16023	-1	ENSG00000210196	1	Mt_tRNA
NUMT_04.029	MT-TP	MT	15956	16023	-1	ENSG00000210196	1	Mt_tRNA
NUMT_04.030	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_04.030	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_04.030	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.030	MT-CO3	MT	9207	9990	1	ENSG00000198938	1	protein_coding
NUMT_04.031	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_04.031	MT-ATP6	MT	8527	9207	1	ENSG00000198899	1	protein_coding
NUMT_04.032	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.032	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.033	MT-TV	MT	1602	1670	1	ENSG00000210077	1	Mt_tRNA
NUMT_04.033	MT-TV	MT	1602	1670	1	ENSG00000210077	1	Mt_tRNA
NUMT_04.033	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.033	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.033	MT-TF	MT	577	647	1	ENSG00000210049	1	Mt_tRNA
NUMT_04.033	MT-TF	MT	577	647	1	ENSG00000210049	1	Mt_tRNA
NUMT_04.033	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_04.033	MT-RNR1	MT	648	1601	1	ENSG00000211459	1	Mt_rRNA
NUMT_04.034	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.034	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.035	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.035	MT-ND3	MT	10059	10404	1	ENSG00000198840	1	protein_coding
NUMT_04.035	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_04.035	MT-TR	MT	10405	10469	1	ENSG00000210174	1	Mt_tRNA
NUMT_04.035	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_04.035	MT-ND4L	MT	10470	10766	1	ENSG00000212907	1	protein_coding
NUMT_04.035	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_04.035	MT-ND4	MT	10760	12137	1	ENSG00000198886	1	protein_coding
NUMT_04.035	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_04.035	MT-TH	MT	12138	12206	1	ENSG00000210176	1	Mt_tRNA
NUMT_04.035	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_04.035	MT-TS2	MT	12207	12265	1	ENSG00000210184	1	Mt_tRNA
NUMT_04.035	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_04.035	MT-TL2	MT	12266	12336	1	ENSG00000210191	1	Mt_tRNA
NUMT_04.035	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_04.035	MT-ND5	MT	12337	14148	1	ENSG00000198786	1	protein_coding
NUMT_04.035	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_04.035	MT-ND6	MT	14149	14673	-1	ENSG00000198695	1	protein_coding
NUMT_04.035	MT-TE	MT	14674	14742	-1	ENSG00000210194	1	Mt_tRNA
NUMT_04.035	MT-TE	MT	14674	14742	-1	ENSG00000210194	1	Mt_tRNA
NUMT_04.035	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.035	MT-CYB	MT	14747	15887	1	ENSG00000198727	1	protein_coding
NUMT_04.035	MT-TV	MT	1602	1670	1	ENSG00000210077	1	Mt_tRNA
NUMT_04.035	MT-TV	MT	1602	1670	1	ENSG00000210077	1	Mt_tRNA
NUMT_04.035	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.035	MT-RNR2	MT	1671	3229	1	ENSG00000210082	1	Mt_rRNA
NUMT_04.035	MT-TL1	MT	3230	3304	1	ENSG00000209082	1	Mt_tRNA
NUMT_04.035	MT-TL1	MT	3230	3304	1	ENSG00000209082	1	Mt_tRNA
NUMT_04.035	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_04.035	MT-ND1	MT	3307	4262	1	ENSG00000198888	1	protein_coding
NUMT_04.035	MT-TI	MT	4263	4331	1	ENSG00000210100	1	Mt_tRNA
NUMT_04.035	MT-TI	MT	4263	4331	1	ENSG00000210100	1	Mt_tRNA
NUMT_04.035	MT-TQ	MT	4329	4400	-1	ENSG00000210107	1	Mt_tRNA
NUMT_04.035	MT-TQ	MT	4329	4400	-1	ENSG00000210107	1	Mt_tRNA
NUMT_04.035	MT-TM	MT	4402	4469	1	ENSG00000210112	1	Mt_tRNA
NUMT_04.035	MT-TM	MT	4402	4469	1	ENSG00000210112	1	Mt_tRNA
NUMT_04.035	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_04.035	MT-ND2	MT	4470	5511	1	ENSG00000198763	1	protein_coding
NUMT_04.035	MT-TW	MT	5512	5579	1	ENSG00000210117	1	Mt_tRNA
NUMT_04.035	MT-TW	MT	5512	5579	1	ENSG00000210117	1	Mt_tRNA
NUMT_04.035	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_04.035	MT-TA	MT	5587	5655	-1	ENSG00000210127	1	Mt_tRNA
NUMT_04.035	MT-TN	MT	5657	5729	-1	ENSG00000210135	1	Mt_tRNA
