id	chromosome_name	start_position	end_position	strand	hgnc_symbol	ensembl_gene_id_version	ensembl_gene_id	transcript_count
NUMT_06.004	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.005	6	41902671	42018095	-1	CCND3	ENSG00000112576.8	ENSG00000112576	21
NUMT_06.006	6	43445261	43474294	1	TJAP1	ENSG00000137221.10	ENSG00000137221	14
NUMT_06.007	6	51480098	51952423	-1	PKHD1	ENSG00000170927.10	ENSG00000170927	2
NUMT_06.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.009	6	74779167	75400443	1	NA	ENSG00000223786.1	ENSG00000223786	1
NUMT_06.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.012	6	92436877	92437042	1	NA	ENSG00000219087.2	ENSG00000219087	1
NUMT_06.012	6	92437000	92437223	-1	NA	ENSG00000220340.1	ENSG00000220340	1
NUMT_06.013	6	92436877	92437042	1	NA	ENSG00000219087.2	ENSG00000219087	1
NUMT_06.013	6	92437000	92437223	-1	NA	ENSG00000220340.1	ENSG00000220340	1
NUMT_06.014	6	92437000	92437223	-1	NA	ENSG00000220340.1	ENSG00000220340	1
NUMT_06.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.016	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.017	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.018	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.019	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.020	6	127609855	127664754	-1	ECHDC1	ENSG00000093144.14	ENSG00000093144	24
NUMT_06.021	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.023	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.024	6	143381633	143661441	1	AIG1	ENSG00000146416.12	ENSG00000146416	10
NUMT_06.025	6	144606837	145174170	1	UTRN	ENSG00000152818.14	ENSG00000152818	12
NUMT_06.026	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.027	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.028	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.030	6	161768452	163148803	-1	PARK2	ENSG00000185345.14	ENSG00000185345	7
NUMT_06.031	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.001	7	22787294	22788423	-1	NA	ENSG00000228803.1	ENSG00000228803	1
NUMT_07.002	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.003	7	36192758	36341152	1	EEPD1	ENSG00000122547.6	ENSG00000122547	5
NUMT_07.003	7	36268889	36270716	-1	NA	ENSG00000229679.1	ENSG00000229679	1
NUMT_07.004	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.007	7	57241064	57242069	1	NA	ENSG00000224880.1	ENSG00000224880	1
NUMT_07.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.009	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.012	7	63560683	63611099	1	GUSBP6	ENSG00000224458.3	ENSG00000224458	2
NUMT_07.012	7	63567200	63567950	-1	NA	ENSG00000227035.1	ENSG00000227035	1
NUMT_07.012	7	63568207	63568864	-1	NA	ENSG00000234234.1	ENSG00000234234	1
NUMT_07.013	7	63560683	63611099	1	GUSBP6	ENSG00000224458.3	ENSG00000224458	2
NUMT_07.014	7	63560683	63611099	1	GUSBP6	ENSG00000224458.3	ENSG00000224458	2
NUMT_07.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.016	7	67556210	67584196	1	NA	ENSG00000236531.2	ENSG00000236531	1
NUMT_07.016	7	67562724	67563237	1	NA	ENSG00000232975.1	ENSG00000232975	1
NUMT_07.017	7	67556210	67584196	1	NA	ENSG00000236531.2	ENSG00000236531	1
NUMT_07.018	7	67615270	67753220	-1	NA	ENSG00000226829.1	ENSG00000226829	1
NUMT_07.018	7	67731306	67731846	-1	MTND4P3	ENSG00000225959.1	ENSG00000225959	1
NUMT_07.019	7	67615270	67753220	-1	NA	ENSG00000226829.1	ENSG00000226829	1
NUMT_07.020	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.021	7	68689683	68895909	-1	NA	ENSG00000225718.1	ENSG00000225718	3
NUMT_07.021	7	68795684	68796364	-1	NA	ENSG00000230654.1	ENSG00000230654	1
NUMT_07.022	7	68689683	68895909	-1	NA	ENSG00000225718.1	ENSG00000225718	3
NUMT_07.022	7	68796821	68798619	-1	NA	ENSG00000229031.1	ENSG00000229031	1
NUMT_07.023	7	68689683	68895909	-1	NA	ENSG00000225718.1	ENSG00000225718	3
NUMT_07.023	7	68796821	68798619	-1	NA	ENSG00000229031.1	ENSG00000229031	1
NUMT_07.024	7	68689683	68895909	-1	NA	ENSG00000225718.1	ENSG00000225718	3
NUMT_07.025	7	68689683	68895909	-1	NA	ENSG00000225718.1	ENSG00000225718	3
NUMT_07.026	7	110303110	111202573	-1	IMMP2L	ENSG00000184903.5	ENSG00000184903	11
NUMT_07.027	7	111968244	112049678	-1	NA	ENSG00000226851.1	ENSG00000226851	2
NUMT_07.028	7	115877983	115967950	-1	NA	ENSG00000243243.1	ENSG00000243243	2
NUMT_07.028	7	115878314	116139519	-1	NA	ENSG00000237813.3	ENSG00000237813	2
NUMT_07.028	7	115927434	116148595	1	CAV2	ENSG00000105971.10	ENSG00000105971	15
NUMT_07.029	7	116902972	116904942	-1	NA	ENSG00000230785.2	ENSG00000230785	1
NUMT_07.029	7	116903971	116904442	1	MTND4P6	ENSG00000224042.2	ENSG00000224042	1
NUMT_07.029	7	116904447	116904584	-1	NA	ENSG00000230605.1	ENSG00000230605	1
NUMT_07.030	7	116902972	116904942	-1	NA	ENSG00000230785.2	ENSG00000230785	1
NUMT_07.030	7	116904447	116904584	-1	NA	ENSG00000230605.1	ENSG00000230605	1
NUMT_07.031	7	116902972	116904942	-1	NA	ENSG00000230785.2	ENSG00000230785	1
NUMT_07.032	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.033	7	132937829	133751342	1	EXOC4	ENSG00000131558.10	ENSG00000131558	27
NUMT_07.034	7	140774032	141180180	1	TMEM178B	ENSG00000261115.1	ENSG00000261115	2
NUMT_07.035	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.036	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.037	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.038	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.039	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.040	7	145813453	148118090	1	CNTNAP2	ENSG00000174469.13	ENSG00000174469	5
NUMT_07.041	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.042	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.043	7	153584182	154685995	1	DPP6	ENSG00000130226.12	ENSG00000130226	15
NUMT_07.044	7	154862034	154877459	1	HTR5A	ENSG00000157219.3	ENSG00000157219	2
NUMT_08.001	8	12940870	13373167	-1	DLC1	ENSG00000164741.10	ENSG00000164741	16
NUMT_08.002	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.003	8	18027986	18081198	1	NAT1	ENSG00000171428.9	ENSG00000171428	12
NUMT_08.004	8	18384811	18942240	-1	PSD3	ENSG00000156011.12	ENSG00000156011	18
NUMT_08.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.007	8	27727399	27850244	-1	SCARA5	ENSG00000168079.12	ENSG00000168079	5
NUMT_08.007	8	27761998	27767827	1	NA	ENSG00000253397.1	ENSG00000253397	1
NUMT_08.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.009	8	32853696	32902373	1	NA	ENSG00000247134.2	ENSG00000247134	2
NUMT_08.010	8	32853696	32902373	1	NA	ENSG00000247134.2	ENSG00000247134	2
NUMT_08.011	8	32853696	32902373	1	NA	ENSG00000247134.2	ENSG00000247134	2
NUMT_08.011	8	32872779	32874561	1	MTND2P32	ENSG00000254090.1	ENSG00000254090	1
NUMT_08.012	8	32853696	32902373	1	NA	ENSG00000247134.2	ENSG00000247134	2
NUMT_08.013	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.014	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.016	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.017	8	47733859	47765929	1	LINC00293	ENSG00000253314.1	ENSG00000253314	4
NUMT_08.017	8	47738850	47740031	-1	MTND1P7	ENSG00000253828.2	ENSG00000253828	1
NUMT_08.018	8	47733859	47765929	1	LINC00293	ENSG00000253314.1	ENSG00000253314	4
NUMT_08.018	8	47742672	47742778	1	RNU6-656P	ENSG00000252594.1	ENSG00000252594	1
NUMT_08.019	8	47733859	47765929	1	LINC00293	ENSG00000253314.1	ENSG00000253314	4
NUMT_08.020	8	47733859	47765929	1	LINC00293	ENSG00000253314.1	ENSG00000253314	4
NUMT_08.020	8	47750410	47750827	1	MTND6P20	ENSG00000254156.1	ENSG00000254156	1
NUMT_08.021	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.023	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.024	8	68334360	68658620	-1	CPA6	ENSG00000165078.7	ENSG00000165078	4
NUMT_08.025	8	68334360	68658620	-1	CPA6	ENSG00000165078.7	ENSG00000165078	4
NUMT_08.026	8	68334360	68658620	-1	CPA6	ENSG00000165078.7	ENSG00000165078	4
NUMT_08.027	8	69824038	70016425	-1	NA	ENSG00000253658.1	ENSG00000253658	4
NUMT_08.028	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.030	8	77403435	77595513	-1	ZFHX4-AS1	ENSG00000253661.1	ENSG00000253661	5
NUMT_08.031	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.032	8	98881068	99048944	1	MATN2	ENSG00000132561.9	ENSG00000132561	18
NUMT_08.033	8	100025494	100889808	1	VPS13B	ENSG00000132549.14	ENSG00000132549	13
NUMT_08.034	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.035	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.036	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.037	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.038	8	104101024	104102899	1	NA	ENSG00000253556.1	ENSG00000253556	1
NUMT_08.039	8	104103491	104103737	1	NA	ENSG00000253977.1	ENSG00000253977	1
NUMT_08.040	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.041	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.042	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.043	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.044	8	121072019	121384275	1	COL14A1	ENSG00000187955.7	ENSG00000187955	9
NUMT_08.045	8	134467091	134584183	-1	ST3GAL1	ENSG00000008513.10	ENSG00000008513	16
NUMT_08.046	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.047	8	140613081	140715299	-1	KCNK9	ENSG00000169427.2	ENSG00000169427	6
NUMT_09.001	9	4985033	5128183	1	JAK2	ENSG00000096968.8	ENSG00000096968	5
NUMT_09.002	9	4985033	5128183	1	JAK2	ENSG00000096968.8	ENSG00000096968	5
NUMT_09.002	9	5098341	5099325	1	NA	ENSG00000235917.1	ENSG00000235917	1
NUMT_09.002	9	5099560	5100229	1	NA	ENSG00000228097.1	ENSG00000228097	1
NUMT_09.003	9	4985033	5128183	1	JAK2	ENSG00000096968.8	ENSG00000096968	5
NUMT_09.004	9	4985033	5128183	1	JAK2	ENSG00000096968.8	ENSG00000096968	5
NUMT_09.004	9	5110913	5112849	1	NA	ENSG00000236567.2	ENSG00000236567	1
NUMT_09.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.006	9	18473892	18910948	1	ADAMTSL1	ENSG00000178031.11	ENSG00000178031	14
NUMT_09.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.009	9	33817565	33920402	1	UBE2R2	ENSG00000107341.4	ENSG00000107341	1
NUMT_09.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.012	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.013	9	69749821	69750173	-1	NA	ENSG00000235932.2	ENSG00000235932	1
NUMT_09.014	9	70113593	70124467	-1	NA	ENSG00000236252.2	ENSG00000236252	2
NUMT_09.015	9	70366921	70367319	-1	NA	ENSG00000237904.2	ENSG00000237904	1
NUMT_09.016	9	80331003	80646374	-1	GNAQ	ENSG00000156052.6	ENSG00000156052	3
NUMT_09.017	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.018	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.019	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.020	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.021	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.023	9	84887671	85179347	1	NA	ENSG00000228430.4	ENSG00000228430	16
NUMT_09.024	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.025	9	94794281	94877666	-1	SPTLC1	ENSG00000090054.9	ENSG00000090054	7
NUMT_09.025	9	94871295	94872377	1	NA	ENSG00000228069.1	ENSG00000228069	1
NUMT_09.025	9	94872450	94872796	1	NA	ENSG00000238288.1	ENSG00000238288	1
NUMT_09.025	9	94872857	94873150	1	NA	ENSG00000240791.1	ENSG00000240791	1
NUMT_09.026	9	94794281	94877666	-1	SPTLC1	ENSG00000090054.9	ENSG00000090054	7
NUMT_09.026	9	94873147	94874179	1	MTND4P15	ENSG00000227321.2	ENSG00000227321	1
NUMT_09.027	9	95087766	95382815	1	CENPP	ENSG00000188312.9	ENSG00000188312	3
NUMT_09.028	9	98637983	98776842	1	ERCC6L2	ENSG00000182150.11	ENSG00000182150	10
NUMT_09.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.030	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_09.031	9	111934255	112083244	-1	EPB41L4B	ENSG00000095203.10	ENSG00000095203	2
NUMT_09.031	9	112062466	112063452	1	MTND2P11	ENSG00000237124.1	ENSG00000237124	1
NUMT_09.032	9	111934255	112083244	-1	EPB41L4B	ENSG00000095203.10	ENSG00000095203	2
NUMT_09.033	9	132596977	132644107	1	USP20	ENSG00000136878.8	ENSG00000136878	9
NUMT_09.034	9	136271186	136283164	-1	REXO4	ENSG00000148300.7	ENSG00000148300	6
NUMT_09.034	9	136279478	136324508	1	ADAMTS13	ENSG00000160323.14	ENSG00000160323	10
NUMT_10.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.002	10	19492779	20079330	1	MALRD1	ENSG00000204740.5	ENSG00000204740	8
NUMT_10.002	10	20036752	20037550	1	MTND2P16	ENSG00000230818.1	ENSG00000230818	1
NUMT_10.003	10	19492779	20079330	1	MALRD1	ENSG00000204740.5	ENSG00000204740	8
NUMT_10.003	10	20036752	20037550	1	MTND2P16	ENSG00000230818.1	ENSG00000230818	1
NUMT_10.004	10	19492779	20079330	1	MALRD1	ENSG00000204740.5	ENSG00000204740	8
NUMT_10.005	10	21068902	21463116	-1	NEBL	ENSG00000078114.14	ENSG00000078114	14
NUMT_10.006	10	21068902	21463116	-1	NEBL	ENSG00000078114.14	ENSG00000078114	14
NUMT_10.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.009	10	28064115	28287977	-1	ARMC4	ENSG00000169126.11	ENSG00000169126	9
NUMT_10.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.011	10	33247773	33371030	1	NA	ENSG00000229656.2	ENSG00000229656	2
NUMT_10.011	10	33312296	33312575	-1	NA	ENSG00000234163.1	ENSG00000234163	1
NUMT_10.012	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.013	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.014	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.015	10	39055226	39055622	-1	NA	ENSG00000227679.1	ENSG00000227679	1
NUMT_10.016	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.017	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.018	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.019	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.020	10	55562531	57387702	-1	PCDH15	ENSG00000150275.13	ENSG00000150275	23
NUMT_10.020	10	57358750	57360488	1	MTRNR2L5	ENSG00000249860.2	ENSG00000249860	1
NUMT_10.021	10	55562531	57387702	-1	PCDH15	ENSG00000150275.13	ENSG00000150275	23
NUMT_10.022	10	70883268	70932617	1	VPS26A	ENSG00000122958.10	ENSG00000122958	11
NUMT_10.023	10	71353797	71354688	-1	MTND2P15	ENSG00000231152.1	ENSG00000231152	1
NUMT_10.024	10	71355243	71356192	-1	MTND1P20	ENSG00000226794.1	ENSG00000226794	1
NUMT_10.025	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.026	10	81142081	81205383	-1	ZCCHC24	ENSG00000165424.6	ENSG00000165424	2
NUMT_10.027	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_10.028	10	96447911	96613017	1	CYP2C19	ENSG00000165841.5	ENSG00000165841	3
NUMT_10.029	10	96698415	96749147	1	CYP2C9	ENSG00000138109.9	ENSG00000138109	3
NUMT_10.030	10	98353069	98480271	-1	PIK3AP1	ENSG00000155629.10	ENSG00000155629	6
NUMT_10.031	10	101801950	101841634	-1	CPN1	ENSG00000120054.7	ENSG00000120054	2
NUMT_10.032	10	114648494	114665870	1	NA	ENSG00000225292.2	ENSG00000225292	1
NUMT_10.033	10	121588972	121652068	-1	MCMBP	ENSG00000197771.8	ENSG00000197771	5
NUMT_10.034	10	127477146	127511817	-1	UROS	ENSG00000188690.8	ENSG00000188690	10
NUMT_10.035	10	131930034	131930505	-1	PPIAP32	ENSG00000233319.1	ENSG00000233319	1
NUMT_11.001	11	6502715	6530208	1	NA	ENSG00000265264.1	ENSG00000265264	2
NUMT_11.001	11	6518490	6614988	1	DNHD1	ENSG00000179532.8	ENSG00000179532	20
NUMT_11.002	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.003	11	11261306	11261827	1	MTND5P21	ENSG00000255123.1	ENSG00000255123	1
NUMT_11.004	11	31531297	31805546	1	ELP4	ENSG00000109911.13	ENSG00000109911	4
NUMT_11.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.008	11	47290712	47351582	1	MADD	ENSG00000110514.14	ENSG00000110514	22
NUMT_11.009	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.012	11	63952744	63972015	1	STIP1	ENSG00000168439.12	ENSG00000168439	12
NUMT_11.013	11	73111532	73309234	-1	FAM168A	ENSG00000054965.6	ENSG00000054965	4
NUMT_11.014	11	74204896	74380162	1	POLD3	ENSG00000077514.4	ENSG00000077514	10
NUMT_11.015	11	76927603	77012732	-1	GDPD4	ENSG00000178795.5	ENSG00000178795	6
NUMT_11.016	11	77225981	77348850	-1	CLNS1A	ENSG00000074201.4	ENSG00000074201	12
NUMT_11.016	11	77300436	77321400	1	AQP11	ENSG00000178301.3	ENSG00000178301	2
NUMT_11.017	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.018	11	87525927	87527049	-1	NA	ENSG00000254650.1	ENSG00000254650	1
NUMT_11.019	11	87525927	87527049	-1	NA	ENSG00000254650.1	ENSG00000254650	1
NUMT_11.020	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.021	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.023	11	89831589	89831985	-1	NA	ENSG00000254436.1	ENSG00000254436	1
NUMT_11.024	11	102980160	103350591	1	DYNC2H1	ENSG00000187240.9	ENSG00000187240	9
NUMT_11.025	11	102980160	103350591	1	DYNC2H1	ENSG00000187240.9	ENSG00000187240	9
NUMT_11.026	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.027	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.028	11	122943035	123065989	-1	CLMP	ENSG00000166250.7	ENSG00000166250	4
NUMT_11.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_11.030	11	125773142	125808811	-1	NA	ENSG00000255027.2	ENSG00000255027	2
NUMT_11.030	11	125773271	125793158	1	DDX25	ENSG00000109832.8	ENSG00000109832	8
NUMT_11.031	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.002	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.003	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.004	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.006	12	9550951	9567447	-1	NA	ENSG00000256673.1	ENSG00000256673	1
NUMT_12.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.008	12	26490342	26986131	-1	ITPR2	ENSG00000123104.7	ENSG00000123104	10
NUMT_12.009	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.012	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.013	12	40590546	40763087	1	LRRK2	ENSG00000188906.9	ENSG00000188906	7
NUMT_12.014	12	41582250	41968392	1	PDZRN4	ENSG00000165966.10	ENSG00000165966	4
NUMT_12.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.016	12	50184929	50222533	-1	NCKAP5L	ENSG00000167566.12	ENSG00000167566	5
NUMT_12.017	12	63037762	63328817	-1	PPM1H	ENSG00000111110.7	ENSG00000111110	5
NUMT_12.018	12	108523248	108644314	1	WSCD2	ENSG00000075035.5	ENSG00000075035	14
NUMT_12.019	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.020	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.021	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.023	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.024	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.025	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.026	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.027	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.028	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.030	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.031	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.032	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.033	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.034	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.035	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.036	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.037	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.038	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.039	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.040	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.041	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_12.042	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.002	13	24304328	24463558	-1	MIPEP	ENSG00000027001.7	ENSG00000027001	5
NUMT_13.002	13	24340073	24340243	-1	MTCO3P2	ENSG00000232102.1	ENSG00000232102	1
NUMT_13.003	13	24304328	24463558	-1	MIPEP	ENSG00000027001.7	ENSG00000027001	5
NUMT_13.004	13	32605437	32870794	1	FRY	ENSG00000073910.15	ENSG00000073910	7
NUMT_13.005	13	36345478	36705443	-1	DCLK1	ENSG00000133083.10	ENSG00000133083	7
NUMT_13.006	13	41303432	41345309	-1	MRPS31	ENSG00000102738.6	ENSG00000102738	4
NUMT_13.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.009	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.012	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.013	13	76123619	76180085	1	UCHL3	ENSG00000118939.13	ENSG00000118939	5
NUMT_13.013	13	76123909	76381256	1	NA	ENSG00000261553.1	ENSG00000261553	2
NUMT_13.014	13	85095860	85098050	1	MTND5P3	ENSG00000232447.1	ENSG00000232447	1
NUMT_13.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.016	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.017	13	96329393	96447243	1	DNAJC3	ENSG00000102580.10	ENSG00000102580	2
NUMT_13.017	13	96344792	96346226	1	MTND5P2	ENSG00000229622.1	ENSG00000229622	1
NUMT_13.018	13	96329393	96447243	1	DNAJC3	ENSG00000102580.10	ENSG00000102580	2
NUMT_13.019	13	96329393	96447243	1	DNAJC3	ENSG00000102580.10	ENSG00000102580	2
NUMT_13.020	13	96743093	97485671	1	HS6ST3	ENSG00000185352.7	ENSG00000185352	1
NUMT_13.021	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_13.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_14.001	14	23881947	23904927	-1	MYH7	ENSG00000092054.12	ENSG00000092054	1
NUMT_14.002	14	32798479	33300567	1	AKAP6	ENSG00000151320.6	ENSG00000151320	15
NUMT_14.003	14	51921230	52066670	-1	FRMD6-AS2	ENSG00000258537.1	ENSG00000258537	2
NUMT_14.003	14	51955818	52197445	1	FRMD6	ENSG00000139926.11	ENSG00000139926	18
NUMT_14.004	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_14.005	14	84639185	84639950	1	NA	ENSG00000258762.1	ENSG00000258762	1
NUMT_14.005	14	84640135	84641854	1	NA	ENSG00000258923.2	ENSG00000258923	1
NUMT_14.006	14	84640135	84641854	1	NA	ENSG00000258923.2	ENSG00000258923	1
NUMT_14.007	14	84642763	84643432	1	NA	ENSG00000259012.2	ENSG00000259012	1
NUMT_14.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_14.009	14	95648277	95786243	-1	CLMN	ENSG00000165959.7	ENSG00000165959	9
NUMT_15.001	15	34671269	34880704	-1	GOLGA8A	ENSG00000175265.13	ENSG00000175265	7
