id	chromosome_name	start_position	end_position	strand	hgnc_symbol	ensembl_gene_id_version	ensembl_gene_id	transcript_count
NUMT_03.030	3	153102723	153697975	-1	NA	ENSG00000238755.3	ENSG00000238755	3
NUMT_03.031	3	160473390	160796695	1	PPM1L	ENSG00000163590.9	ENSG00000163590	5
NUMT_03.032	3	165877809	165878158	-1	MTND4P17	ENSG00000242178.1	ENSG00000242178	1
NUMT_03.033	3	165877809	165878158	-1	MTND4P17	ENSG00000242178.1	ENSG00000242178	1
NUMT_03.033	3	165878202	165878492	-1	NA	ENSG00000240084.1	ENSG00000240084	1
NUMT_03.033	3	165878565	165878907	-1	MTND3P7	ENSG00000240824.1	ENSG00000240824	1
NUMT_03.033	3	165878991	165879756	-1	NA	ENSG00000242456.1	ENSG00000242456	1
NUMT_03.034	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.035	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.036	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.037	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.038	3	169629360	169656963	1	SAMD7	ENSG00000187033.5	ENSG00000187033	3
NUMT_03.039	3	171252212	171252404	1	NA	ENSG00000234594.1	ENSG00000234594	1
NUMT_03.040	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.041	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.042	3	176728507	176728855	-1	MTND5P15	ENSG00000231888.1	ENSG00000231888	1
NUMT_03.043	3	185764097	185828107	-1	ETV5	ENSG00000244405.3	ENSG00000244405	15
NUMT_03.044	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.001	4	5053169	5502725	1	STK32B	ENSG00000152953.8	ENSG00000152953	8
NUMT_04.002	4	12640710	12642633	1	NA	ENSG00000249995.1	ENSG00000249995	1
NUMT_04.002	4	12641922	12642261	-1	NA	ENSG00000249780.1	ENSG00000249780	1
NUMT_04.003	4	14472089	14889793	-1	LINC00504	ENSG00000248360.3	ENSG00000248360	4
NUMT_04.003	4	14507489	14508104	-1	MTND2P31	ENSG00000251252.1	ENSG00000251252	1
NUMT_04.004	4	16974898	17075526	-1	NA	ENSG00000249998.1	ENSG00000249998	1
NUMT_04.004	4	17063501	17063788	1	MTND5P4	ENSG00000251212.1	ENSG00000251212	1
NUMT_04.005	4	25719704	25721367	-1	MTND4P9	ENSG00000250050.1	ENSG00000250050	1
NUMT_04.006	4	25719704	25721367	-1	MTND4P9	ENSG00000250050.1	ENSG00000250050	1
NUMT_04.006	4	25721377	25721652	-1	NA	ENSG00000248133.1	ENSG00000248133	1
NUMT_04.006	4	25721721	25722053	-1	MTND3P5	ENSG00000251353.1	ENSG00000251353	1
NUMT_04.006	4	25722138	25722678	-1	NA	ENSG00000248654.1	ENSG00000248654	1
NUMT_04.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.008	4	30722037	31148422	1	PCDH7	ENSG00000169851.11	ENSG00000169851	6
NUMT_04.008	4	30886065	30886804	-1	NA	ENSG00000250624.1	ENSG00000250624	1
NUMT_04.009	4	40812044	41218731	-1	APBB2	ENSG00000163697.12	ENSG00000163697	30
NUMT_04.010	4	46037786	46126098	-1	GABRG1	ENSG00000163285.7	ENSG00000163285	1
NUMT_04.011	4	47596015	47840123	-1	CORIN	ENSG00000145244.7	ENSG00000145244	10
NUMT_04.012	4	49248038	49248555	1	NA	ENSG00000268736.1	ENSG00000268736	1
NUMT_04.012	4	49248618	49248932	1	NA	ENSG00000248946.2	ENSG00000248946	1
NUMT_04.013	4	49248618	49248932	1	NA	ENSG00000248946.2	ENSG00000248946	1
NUMT_04.014	4	49550581	49550872	-1	NA	ENSG00000268967.1	ENSG00000268967	1
NUMT_04.014	4	49550935	49551452	-1	NA	ENSG00000268391.1	ENSG00000268391	1
NUMT_04.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.016	4	65472136	65472331	1	NA	ENSG00000251430.1	ENSG00000251430	1
NUMT_04.017	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.018	4	65473421	65474549	-1	NA	ENSG00000251385.2	ENSG00000251385	1
NUMT_04.018	4	65474623	65475142	1	MTND6P16	ENSG00000249893.1	ENSG00000249893	1
NUMT_04.018	4	65475172	65476250	-1	MTND5P13	ENSG00000250169.1	ENSG00000250169	1
NUMT_04.019	4	65476334	65476627	-1	NA	ENSG00000248259.1	ENSG00000248259	1
NUMT_04.019	4	65476698	65477026	-1	NA	ENSG00000249045.1	ENSG00000249045	1
NUMT_04.019	4	65477092	65477606	-1	NA	ENSG00000248328.1	ENSG00000248328	1
NUMT_04.020	4	66864564	67015730	1	NA	ENSG00000249413.2	ENSG00000249413	1
NUMT_04.021	4	68566998	68946670	1	UBA6-AS1	ENSG00000248049.2	ENSG00000248049	7
NUMT_04.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.023	4	78929666	78929842	-1	NA	ENSG00000249072.1	ENSG00000249072	1
NUMT_04.024	4	78978724	79465423	1	FRAS1	ENSG00000138759.13	ENSG00000138759	9
NUMT_04.025	4	82347547	82965397	-1	RASGEF1B	ENSG00000138670.12	ENSG00000138670	8
NUMT_04.025	4	82523951	82965397	-1	NA	ENSG00000251331.2	ENSG00000251331	4
NUMT_04.025	4	82654539	82655361	-1	NA	ENSG00000248282.1	ENSG00000248282	1
NUMT_04.026	4	88489187	88655108	-1	NA	ENSG00000249001.1	ENSG00000249001	4
NUMT_04.027	4	90645250	90759466	-1	SNCA	ENSG00000145335.11	ENSG00000145335	11
NUMT_04.028	4	93225550	94695707	1	GRID2	ENSG00000152208.7	ENSG00000152208	7
NUMT_04.028	4	93623496	93623810	1	MTND1P19	ENSG00000251449.2	ENSG00000251449	1
NUMT_04.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.030	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.031	4	111286889	111486441	1	ENPEP	ENSG00000138792.5	ENSG00000138792	5
NUMT_04.032	4	116843171	117218316	-1	NA	ENSG00000248173.1	ENSG00000248173	2
NUMT_04.033	4	117220016	117221520	1	MTRNR2L13	ENSG00000270394.1	ENSG00000270394	1
NUMT_04.034	4	128982423	129144086	1	LARP1B	ENSG00000138709.13	ENSG00000138709	14
NUMT_04.035	4	156372769	156373557	-1	NA	ENSG00000249247.1	ENSG00000249247	1
NUMT_04.035	4	156373678	156374196	1	MTND6P17	ENSG00000249770.1	ENSG00000249770	1
NUMT_04.035	4	156374201	156375955	-1	MTND5P9	ENSG00000248748.1	ENSG00000248748	1
NUMT_04.035	4	156376202	156377563	-1	MTND4P8	ENSG00000248548.1	ENSG00000248548	1
NUMT_04.035	4	156377790	156378133	-1	MTND3P3	ENSG00000249127.1	ENSG00000249127	1
NUMT_04.035	4	156378332	156379112	-1	NA	ENSG00000249698.1	ENSG00000249698	1
NUMT_04.035	4	156379113	156379792	-1	MTATP6P9	ENSG00000248420.1	ENSG00000248420	1
NUMT_04.035	4	156380022	156380715	-1	NA	ENSG00000249386.1	ENSG00000249386	1
NUMT_04.035	4	156380856	156382389	-1	NA	ENSG00000251223.1	ENSG00000251223	1
NUMT_04.035	4	156382785	156383815	-1	MTND2P33	ENSG00000248907.1	ENSG00000248907	1
NUMT_04.035	4	156384025	156384975	-1	MTND1P22	ENSG00000251407.1	ENSG00000251407	1
NUMT_04.036	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.037	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.038	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.039	4	179990591	179990748	1	NA	ENSG00000250839.1	ENSG00000250839	1
NUMT_04.040	4	182158511	182158717	-1	NA	ENSG00000248770.1	ENSG00000248770	1
NUMT_04.041	4	186125391	186291339	1	SNX25	ENSG00000109762.11	ENSG00000109762	6
NUMT_05.001	5	1363697	1380182	-1	NA	ENSG00000250584.2	ENSG00000250584	3
NUMT_05.001	5	1370658	1371060	-1	NA	ENSG00000248951.2	ENSG00000248951	1
NUMT_05.002	5	5395491	5396070	-1	NA	ENSG00000248729.1	ENSG00000248729	1
NUMT_05.003	5	5396085	5396448	-1	NA	ENSG00000250808.1	ENSG00000250808	1
NUMT_05.003	5	5396590	5397081	-1	NA	ENSG00000251476.2	ENSG00000251476	1
NUMT_05.004	5	8618693	8619216	-1	MTND6P2	ENSG00000250389.1	ENSG00000250389	1
NUMT_05.004	5	8619290	8620422	1	NA	ENSG00000248765.1	ENSG00000248765	1
NUMT_05.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.009	5	60047618	60140216	-1	ELOVL7	ENSG00000164181.9	ENSG00000164181	8
NUMT_05.010	5	72509774	72590761	1	NA	ENSG00000249743.1	ENSG00000249743	5
NUMT_05.011	5	72921983	73237818	1	ARHGEF28	ENSG00000214944.5	ENSG00000214944	15
NUMT_05.012	5	78668459	78810040	-1	HOMER1	ENSG00000152413.10	ENSG00000152413	5
NUMT_05.013	5	79922047	79950802	-1	DHFR	ENSG00000228716.2	ENSG00000228716	7
NUMT_05.013	5	79945819	79946855	-1	MTRNR2L2	ENSG00000271043.1	ENSG00000271043	1
NUMT_05.014	5	79922047	79950802	-1	DHFR	ENSG00000228716.2	ENSG00000228716	7
NUMT_05.015	5	84533499	84533892	-1	NA	ENSG00000248170.1	ENSG00000248170	1
NUMT_05.016	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.017	5	93488671	93954309	-1	KIAA0825	ENSG00000185261.9	ENSG00000185261	5
NUMT_05.018	5	93488671	93954309	-1	KIAA0825	ENSG00000185261.9	ENSG00000185261	5
NUMT_05.018	5	93903166	93904614	1	MTND5P12	ENSG00000251544.1	ENSG00000251544	1
NUMT_05.018	5	93904634	93905175	-1	MTND6P3	ENSG00000254132.1	ENSG00000254132	1
NUMT_05.018	5	93905245	93906381	1	NA	ENSG00000251340.1	ENSG00000251340	1
NUMT_05.019	5	97013251	97014385	-1	NA	ENSG00000248931.1	ENSG00000248931	1
NUMT_05.020	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.021	5	97745379	97745804	-1	NA	ENSG00000249990.1	ENSG00000249990	1
NUMT_05.021	5	97745939	97747496	-1	NA	ENSG00000249448.1	ENSG00000249448	1
NUMT_05.022	5	99381632	99382078	-1	NA	ENSG00000270232.1	ENSG00000270232	1
NUMT_05.022	5	99382154	99382674	1	NA	ENSG00000270230.1	ENSG00000270230	1
NUMT_05.022	5	99382681	99384489	-1	MTND5P10	ENSG00000271687.1	ENSG00000271687	1
NUMT_05.022	5	99384692	99386066	-1	NA	ENSG00000270906.1	ENSG00000270906	1
NUMT_05.022	5	99386063	99386354	-1	NA	ENSG00000270350.1	ENSG00000270350	1
NUMT_05.022	5	99386069	99386142	1	NA	ENSG00000264839.1	ENSG00000264839	1
NUMT_05.022	5	99386423	99386767	-1	NA	ENSG00000271480.1	ENSG00000271480	1
NUMT_05.022	5	99386837	99387620	-1	NA	ENSG00000270388.1	ENSG00000270388	1
NUMT_05.022	5	99387624	99388301	-1	MTATP6P2	ENSG00000270307.1	ENSG00000270307	1
NUMT_05.022	5	99388563	99389243	-1	NA	ENSG00000270225.1	ENSG00000270225	1
NUMT_05.022	5	99389390	99390749	-1	NA	ENSG00000271207.1	ENSG00000271207	1
NUMT_05.023	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.024	5	118373467	118584833	1	DMXL1	ENSG00000172869.10	ENSG00000172869	15
NUMT_05.024	5	118462477	118464139	-1	NA	ENSG00000248885.1	ENSG00000248885	1
NUMT_05.025	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.026	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.027	5	121647049	121799914	1	SNCAIP	ENSG00000064692.14	ENSG00000064692	25
NUMT_05.028	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.030	5	134240596	134343649	1	PCBD2	ENSG00000132570.10	ENSG00000132570	4
NUMT_05.030	5	134258993	134259739	-1	NA	ENSG00000244921.2	ENSG00000244921	1
NUMT_05.030	5	134259813	134260334	1	MTND6P4	ENSG00000249119.1	ENSG00000249119	1
NUMT_05.030	5	134260338	134262149	-1	MTND5P11	ENSG00000248923.1	ENSG00000248923	1
NUMT_05.030	5	134262350	134263726	-1	MTND4P12	ENSG00000247627.2	ENSG00000247627	1
NUMT_05.030	5	134263720	134264016	-1	MIR4461	ENSG00000198868.3	ENSG00000198868	1
NUMT_05.030	5	134263729	134263802	1	MIR4461	ENSG00000263963.1	ENSG00000263963	1
NUMT_05.030	5	134264083	134264217	-1	NA	ENSG00000249192.1	ENSG00000249192	1
NUMT_05.031	5	136310987	136934068	-1	SPOCK1	ENSG00000152377.8	ENSG00000152377	10
NUMT_05.032	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.033	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.034	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_05.035	5	169780491	170163636	1	KCNIP1	ENSG00000182132.8	ENSG00000182132	8
NUMT_06.001	6	1624041	2245926	-1	GMDS	ENSG00000112699.6	ENSG00000112699	10
NUMT_06.002	6	5261277	5771813	1	FARS2	ENSG00000145982.7	ENSG00000145982	4
NUMT_06.003	6	24797601	25042238	-1	FAM65B	ENSG00000111913.11	ENSG00000111913	8
NUMT_06.003	6	24948108	24948572	1	NA	ENSG00000217083.1	ENSG00000217083	1
NUMT_06.004	6	32673901	32674732	-1	MTCO3P1	ENSG00000235040.1	ENSG00000235040	1
NUMT_06.005	6	41902671	42018095	-1	CCND3	ENSG00000112576.8	ENSG00000112576	21
NUMT_06.006	6	43445261	43474294	1	TJAP1	ENSG00000137221.10	ENSG00000137221	14
NUMT_06.007	6	51480098	51952423	-1	PKHD1	ENSG00000170927.10	ENSG00000170927	2
NUMT_06.008	6	62284008	62284534	1	MTRNR2L9	ENSG00000255633.3	ENSG00000255633	1
NUMT_06.009	6	74779167	75400443	1	NA	ENSG00000223786.1	ENSG00000223786	1
NUMT_06.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.012	6	92436528	92436788	1	NA	ENSG00000262095.1	ENSG00000262095	1
NUMT_06.013	6	92436528	92436788	1	NA	ENSG00000262095.1	ENSG00000262095	1
NUMT_06.013	6	92436877	92437042	1	NA	ENSG00000219087.2	ENSG00000219087	1
NUMT_06.014	6	92436877	92437042	1	NA	ENSG00000219087.2	ENSG00000219087	1
NUMT_06.014	6	92437000	92437223	-1	NA	ENSG00000220340.1	ENSG00000220340	1
NUMT_06.015	6	92436877	92437042	1	NA	ENSG00000219087.2	ENSG00000219087	1
NUMT_06.015	6	92437000	92437223	-1	NA	ENSG00000220340.1	ENSG00000220340	1
NUMT_06.016	6	95156458	95156897	-1	NA	ENSG00000216853.1	ENSG00000216853	1
NUMT_06.017	6	95156458	95156897	-1	NA	ENSG00000216853.1	ENSG00000216853	1
NUMT_06.018	6	119480462	119480641	1	NA	ENSG00000220139.1	ENSG00000220139	1
NUMT_06.019	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.020	6	127609855	127664754	-1	ECHDC1	ENSG00000093144.14	ENSG00000093144	24
NUMT_06.021	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.022	6	133471707	133471955	1	MTCYBP4	ENSG00000220113.2	ENSG00000220113	1
NUMT_06.023	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.024	6	143381633	143661441	1	AIG1	ENSG00000146416.12	ENSG00000146416	10
NUMT_06.025	6	144606837	145174170	1	UTRN	ENSG00000152818.14	ENSG00000152818	12
NUMT_06.026	6	153986842	153987525	1	NA	ENSG00000217160.2	ENSG00000217160	1
NUMT_06.026	6	153987601	153987801	1	NA	ENSG00000242246.2	ENSG00000242246	1
NUMT_06.026	6	153987762	153988453	1	NA	ENSG00000218776.4	ENSG00000218776	1
NUMT_06.026	6	153988453	153989241	1	NA	ENSG00000217044.1	ENSG00000217044	1
NUMT_06.026	6	153989312	153989497	1	NA	ENSG00000220733.1	ENSG00000220733	1
NUMT_06.026	6	153989724	153989993	1	NA	ENSG00000220514.1	ENSG00000220514	1
NUMT_06.026	6	153990014	153991036	1	MTND4P13	ENSG00000216713.1	ENSG00000216713	1
NUMT_06.027	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.028	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.029	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_06.030	6	161768452	163148803	-1	PARK2	ENSG00000185345.14	ENSG00000185345	7
NUMT_06.031	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.002	7	22787294	22788423	-1	NA	ENSG00000228803.1	ENSG00000228803	1
NUMT_07.003	7	36192758	36341152	1	EEPD1	ENSG00000122547.6	ENSG00000122547	5
NUMT_07.003	7	36268230	36268493	-1	NA	ENSG00000228770.1	ENSG00000228770	1
NUMT_07.004	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.007	7	57235587	57236358	1	NA	ENSG00000231537.1	ENSG00000231537	1
NUMT_07.007	7	57237113	57238478	1	MTND4P4	ENSG00000225295.1	ENSG00000225295	1
NUMT_07.007	7	57238681	57240478	1	MTND5P6	ENSG00000228440.1	ENSG00000228440	1
NUMT_07.007	7	57241064	57242069	1	NA	ENSG00000224880.1	ENSG00000224880	1
NUMT_07.008	7	57241064	57242069	1	NA	ENSG00000224880.1	ENSG00000224880	1
NUMT_07.009	7	57253495	57253909	1	MTND1P4	ENSG00000230764.1	ENSG00000230764	1
NUMT_07.009	7	57254119	57255148	1	MTND2P6	ENSG00000237309.1	ENSG00000237309	1
NUMT_07.009	7	57255599	57257847	1	NA	ENSG00000236692.1	ENSG00000236692	1
NUMT_07.009	7	57258848	57259634	1	NA	ENSG00000228851.1	ENSG00000228851	1
NUMT_07.009	7	57260401	57261775	1	MTND4P5	ENSG00000227584.1	ENSG00000227584	1
NUMT_07.009	7	57261964	57263761	1	MTND5P7	ENSG00000230531.1	ENSG00000230531	1
NUMT_07.009	7	57264345	57265479	1	NA	ENSG00000234671.1	ENSG00000234671	1
NUMT_07.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.012	7	63560683	63611099	1	GUSBP6	ENSG00000224458.3	ENSG00000224458	2
NUMT_07.012	7	63564471	63565673	-1	MTND4P2	ENSG00000248704.1	ENSG00000248704	1
NUMT_07.012	7	63565670	63565954	-1	NA	ENSG00000248315.1	ENSG00000248315	1
NUMT_07.012	7	63566032	63566373	-1	MTND3P2	ENSG00000230052.1	ENSG00000230052	1
NUMT_07.012	7	63566443	63567197	-1	NA	ENSG00000233385.1	ENSG00000233385	1
NUMT_07.012	7	63567200	63567950	-1	NA	ENSG00000227035.1	ENSG00000227035	1
NUMT_07.013	7	63560683	63611099	1	GUSBP6	ENSG00000224458.3	ENSG00000224458	2
NUMT_07.013	7	63567200	63567950	-1	NA	ENSG00000227035.1	ENSG00000227035	1
NUMT_07.013	7	63568207	63568864	-1	NA	ENSG00000234234.1	ENSG00000234234	1
NUMT_07.013	7	63569003	63570525	-1	NA	ENSG00000234700.1	ENSG00000234700	1
NUMT_07.013	7	63570925	63571928	-1	MTND2P4	ENSG00000230252.1	ENSG00000230252	1
NUMT_07.013	7	63572130	63572950	-1	MTND1P2	ENSG00000235646.1	ENSG00000235646	1
NUMT_07.014	7	63560683	63611099	1	GUSBP6	ENSG00000224458.3	ENSG00000224458	2
NUMT_07.015	7	67092818	67093006	1	NA	ENSG00000226392.1	ENSG00000226392	1
NUMT_07.015	7	67093009	67093336	1	NA	ENSG00000237466.1	ENSG00000237466	1
NUMT_07.016	7	67556210	67584196	1	NA	ENSG00000236531.2	ENSG00000236531	1
NUMT_07.016	7	67562724	67563237	1	NA	ENSG00000232975.1	ENSG00000232975	1
NUMT_07.017	7	67556210	67584196	1	NA	ENSG00000236531.2	ENSG00000236531	1
NUMT_07.017	7	67562724	67563237	1	NA	ENSG00000232975.1	ENSG00000232975	1
NUMT_07.018	7	67615270	67753220	-1	NA	ENSG00000226829.1	ENSG00000226829	1
NUMT_07.018	7	67731306	67731846	-1	MTND4P3	ENSG00000225959.1	ENSG00000225959	1
NUMT_07.019	7	67615270	67753220	-1	NA	ENSG00000226829.1	ENSG00000226829	1
NUMT_07.019	7	67731306	67731846	-1	MTND4P3	ENSG00000225959.1	ENSG00000225959	1
NUMT_07.020	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.021	7	68689683	68895909	-1	NA	ENSG00000225718.1	ENSG00000225718	3
NUMT_07.022	7	68689683	68895909	-1	NA	ENSG00000225718.1	ENSG00000225718	3
NUMT_07.022	7	68795684	68796364	-1	NA	ENSG00000230654.1	ENSG00000230654	1
NUMT_07.023	7	68689683	68895909	-1	NA	ENSG00000225718.1	ENSG00000225718	3
NUMT_07.023	7	68796821	68798619	-1	NA	ENSG00000229031.1	ENSG00000229031	1
NUMT_07.024	7	68689683	68895909	-1	NA	ENSG00000225718.1	ENSG00000225718	3
NUMT_07.024	7	68796821	68798619	-1	NA	ENSG00000229031.1	ENSG00000229031	1
NUMT_07.025	7	68689683	68895909	-1	NA	ENSG00000225718.1	ENSG00000225718	3
NUMT_07.026	7	110303110	111202573	-1	IMMP2L	ENSG00000184903.5	ENSG00000184903	11
NUMT_07.027	7	111968244	112049678	-1	NA	ENSG00000226851.1	ENSG00000226851	2
NUMT_07.027	7	112012702	112013784	1	MTND5P8	ENSG00000230999.1	ENSG00000230999	1
NUMT_07.027	7	112013788	112014305	-1	NA	ENSG00000232922.1	ENSG00000232922	1
NUMT_07.027	7	112014379	112015484	1	NA	ENSG00000236232.1	ENSG00000236232	1
NUMT_07.028	7	115877983	115967950	-1	NA	ENSG00000243243.1	ENSG00000243243	2
NUMT_07.028	7	115878314	116139519	-1	NA	ENSG00000237813.3	ENSG00000237813	2
NUMT_07.028	7	115927434	116148595	1	CAV2	ENSG00000105971.10	ENSG00000105971	15
NUMT_07.029	7	116902972	116904942	-1	NA	ENSG00000230785.2	ENSG00000230785	1
NUMT_07.030	7	116902972	116904942	-1	NA	ENSG00000230785.2	ENSG00000230785	1
NUMT_07.030	7	116903971	116904442	1	MTND4P6	ENSG00000224042.2	ENSG00000224042	1
NUMT_07.031	7	116902972	116904942	-1	NA	ENSG00000230785.2	ENSG00000230785	1
NUMT_07.031	7	116904447	116904584	-1	NA	ENSG00000230605.1	ENSG00000230605	1
NUMT_07.032	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.033	7	132937829	133751342	1	EXOC4	ENSG00000131558.10	ENSG00000131558	27
NUMT_07.034	7	140774032	141180180	1	TMEM178B	ENSG00000261115.1	ENSG00000261115	2
NUMT_07.034	7	140872843	140873016	-1	NA	ENSG00000261778.1	ENSG00000261778	1
NUMT_07.035	7	141501115	141501859	-1	NA	ENSG00000241926.1	ENSG00000241926	1
NUMT_07.035	7	141502282	141503287	-1	MTND2P5	ENSG00000224354.2	ENSG00000224354	1
NUMT_07.035	7	141503501	141504452	-1	MTND1P3	ENSG00000239648.1	ENSG00000239648	1
NUMT_07.036	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.037	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.038	7	142374104	142375550	1	MTRNR2L6	ENSG00000270672.1	ENSG00000270672	1
NUMT_07.039	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.040	7	145813453	148118090	1	CNTNAP2	ENSG00000174469.13	ENSG00000174469	5
NUMT_07.041	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.042	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_07.043	7	153584182	154685995	1	DPP6	ENSG00000130226.12	ENSG00000130226	15
NUMT_07.043	7	153665750	153665911	-1	NA	ENSG00000226509.1	ENSG00000226509	1
NUMT_07.044	7	154862034	154877459	1	HTR5A	ENSG00000157219.3	ENSG00000157219	2
NUMT_08.001	8	12940870	13373167	-1	DLC1	ENSG00000164741.10	ENSG00000164741	16
NUMT_08.001	8	13210910	13211039	-1	MTND4P7	ENSG00000253257.1	ENSG00000253257	1
NUMT_08.002	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.003	8	18027986	18081198	1	NAT1	ENSG00000171428.9	ENSG00000171428	12
NUMT_08.003	8	18058433	18058714	-1	NA	ENSG00000254015.1	ENSG00000254015	1
NUMT_08.004	8	18384811	18942240	-1	PSD3	ENSG00000156011.12	ENSG00000156011	18
NUMT_08.005	8	20408712	20408916	1	NA	ENSG00000253178.1	ENSG00000253178	1
NUMT_08.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.007	8	27727399	27850244	-1	SCARA5	ENSG00000168079.12	ENSG00000168079	5
NUMT_08.007	8	27760746	27761012	-1	NA	ENSG00000253290.1	ENSG00000253290	1
NUMT_08.007	8	27761083	27761232	1	NA	ENSG00000253615.1	ENSG00000253615	1
NUMT_08.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.009	8	32853696	32902373	1	NA	ENSG00000247134.2	ENSG00000247134	2
NUMT_08.010	8	32853696	32902373	1	NA	ENSG00000247134.2	ENSG00000247134	2
NUMT_08.011	8	32853696	32902373	1	NA	ENSG00000247134.2	ENSG00000247134	2
NUMT_08.011	8	32871599	32872544	1	MTND1P6	ENSG00000254346.2	ENSG00000254346	1
NUMT_08.011	8	32872779	32874561	1	MTND2P32	ENSG00000254090.1	ENSG00000254090	1
NUMT_08.012	8	32853696	32902373	1	NA	ENSG00000247134.2	ENSG00000247134	2
NUMT_08.012	8	32872779	32874561	1	MTND2P32	ENSG00000254090.1	ENSG00000254090	1
NUMT_08.013	8	36135281	36136404	-1	NA	ENSG00000253504.1	ENSG00000253504	1
NUMT_08.013	8	36136478	36137001	1	MTND6P19	ENSG00000254384.1	ENSG00000254384	1
NUMT_08.013	8	36137009	36137214	-1	NA	ENSG00000253685.1	ENSG00000253685	1
NUMT_08.014	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.015	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.016	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.017	8	47733859	47765929	1	LINC00293	ENSG00000253314.1	ENSG00000253314	4
NUMT_08.017	8	47738850	47740031	-1	MTND1P7	ENSG00000253828.2	ENSG00000253828	1
NUMT_08.018	8	47733859	47765929	1	LINC00293	ENSG00000253314.1	ENSG00000253314	4
NUMT_08.018	8	47738850	47740031	-1	MTND1P7	ENSG00000253828.2	ENSG00000253828	1
NUMT_08.018	8	47742672	47742778	1	RNU6-656P	ENSG00000252594.1	ENSG00000252594	1
NUMT_08.019	8	47733859	47765929	1	LINC00293	ENSG00000253314.1	ENSG00000253314	4
NUMT_08.020	8	47733859	47765929	1	LINC00293	ENSG00000253314.1	ENSG00000253314	4
NUMT_08.020	8	47749200	47750328	-1	NA	ENSG00000254118.1	ENSG00000254118	1
NUMT_08.020	8	47750410	47750827	1	MTND6P20	ENSG00000254156.1	ENSG00000254156	1
NUMT_08.021	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_08.023	NA	NA	NA	NA	NA	NA	NA	NA
