id	localization	chr	start_n	end_n	mt	start_mt	end_mt	hgnc_symbol	Description	gene_biotype	name_1006	ensembl_gene_id_version	transcript_count	tissue_means	sum	GTEx_gene_id_version	Adipose...Subcutaneous	Adipose...Visceral..Omentum.	Adrenal.Gland	Artery...Aorta	Artery...Coronary	Artery...Tibial	Bladder	Brain...Amygdala	Brain...Anterior.cingulate.cortex..BA24.	Brain...Caudate..basal.ganglia.	Brain...Cerebellar.Hemisphere	Brain...Cerebellum	Brain...Cortex	Brain...Frontal.Cortex..BA9.	Brain...Hippocampus	Brain...Hypothalamus	Brain...Nucleus.accumbens..basal.ganglia.	Brain...Putamen..basal.ganglia.	Brain...Spinal.cord..cervical.c.1.	Brain...Substantia.nigra	Breast...Mammary.Tissue	Cells...EBV.transformed.lymphocytes	Cells...Transformed.fibroblasts	Cervix...Ectocervix	Cervix...Endocervix	Colon...Sigmoid	Colon...Transverse	Esophagus...Gastroesophageal.Junction	Esophagus...Mucosa	Esophagus...Muscularis	Fallopian.Tube	Heart...Atrial.Appendage	Heart...Left.Ventricle	Kidney...Cortex	Liver	Lung	Minor.Salivary.Gland	Muscle...Skeletal	Nerve...Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin...Not.Sun.Exposed..Suprapubic.	Skin...Sun.Exposed..Lower.leg.	Small.Intestine...Terminal.Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole.Blood	description	chromosome_name	start_position	end_position	strand
NUMT_03.013	intergenic	3	89635988	89639246	mt	6027	9331	NA	RP11-91A15.2	pseudogene	NA	ENSG00000240951.1	1	0	0	ENSG00000240951.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	89637036	89637720	-1
NUMT_03.013	intergenic	3	89635988	89639246	mt	6027	9331	NA	RP11-91A15.1	pseudogene	NA	ENSG00000240309.1	1	0	0	ENSG00000240309.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	89637864	89639247	-1
NUMT_03.014	partial_gene	3	96336032	96337354	mt	1396	2718	MTRNR2L12	MTRNR2L12	protein_coding	extracellular region	ENSG00000269028.2	1	5.18535094339623	280.008950943396	ENSG00000269028.2	2.5055	2.567	5.601	1.532	2.094	2.44	1.648	16.195	13.94	13.895	7.256	7.113	11.61	11.96	14.61	12.5	14.69	15.035	10.33	16.205	2.2235	2.5695	1.849	0.8561	1.182	3.39	3.4325	3.4045	2.045	3.213	1.234	5.967	8.184	5.979	3.394	2.539	1.657	4.179	2.153	1.418	1.0625	2.416	2.89	2.52	2.521	2.674	1.897	3.436	3.869	2.3975	1.493	1.613	1.439	MT-RNR2-like 12 (pseudogene) [Source:HGNC Symbol;Acc:37169]	3	96335981	96337000	-1
NUMT_03.014	partial_gene	3	96336032	96337354	mt	1396	2718	MTRNR2L12	MTRNR2L12	protein_coding	cytoplasm	ENSG00000269028.2	1	5.18535094339623	280.008950943396	ENSG00000269028.2	2.5055	2.567	5.601	1.532	2.094	2.44	1.648	16.195	13.94	13.895	7.256	7.113	11.61	11.96	14.61	12.5	14.69	15.035	10.33	16.205	2.2235	2.5695	1.849	0.8561	1.182	3.39	3.4325	3.4045	2.045	3.213	1.234	5.967	8.184	5.979	3.394	2.539	1.657	4.179	2.153	1.418	1.0625	2.416	2.89	2.52	2.521	2.674	1.897	3.436	3.869	2.3975	1.493	1.613	1.439	MT-RNR2-like 12 (pseudogene) [Source:HGNC Symbol;Acc:37169]	3	96335981	96337000	-1
NUMT_03.015	intergenic	3	96483980	96484128	mt	6535	6683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.016	intronic	3	98563709	98563841	mt	4621	4753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.017	intronic	3	106612986	106614747	mt	10577	12340	MTND4P16	MTND4P16	pseudogene	NA	ENSG00000241787.1	1	0	0	ENSG00000241787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND4 pseudogene 16 [Source:HGNC Symbol;Acc:42203]	3	106613199	106614565	-1
NUMT_03.017	intronic	3	106612986	106614747	mt	10577	12340	NA	RP11-52L11.9	pseudogene	NA	ENSG00000239632.1	1	0	0	ENSG00000239632.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	106614576	106615255	-1
NUMT_03.018	intronic	3	106615140	106617101	mt	8620	10585	NA	RP11-52L11.9	pseudogene	NA	ENSG00000239632.1	1	0	0	ENSG00000239632.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	106614576	106615255	-1
NUMT_03.018	intronic	3	106615140	106617101	mt	8620	10585	MTND3P6	MTND3P6	pseudogene	NA	ENSG00000242214.1	1	0	0	ENSG00000242214.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND3 pseudogene 6 [Source:HGNC Symbol;Acc:42146]	3	106615330	106615668	-1
NUMT_03.018	intronic	3	106615140	106617101	mt	8620	10585	NA	RP11-52L11.7	pseudogene	NA	ENSG00000242836.1	1	0	0	ENSG00000242836.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	106615738	106616518	-1
NUMT_03.018	intronic	3	106615140	106617101	mt	8620	10585	NA	RP11-52L11.6	pseudogene	NA	ENSG00000249580.1	1	0	0	ENSG00000249580.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	106616518	106617115	-1
NUMT_03.019	intronic	3	106617446	106617726	mt	577	858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.020	intronic	3	106617734	106619663	mt	12464	14370	MTND5P16	MTND5P16	pseudogene	NA	ENSG00000243658.1	1	0.00453301886792453	0.244783018867925	ENSG00000243658.1	0	0	0	0	0	0	0	0	0.02915	0.03423	0	0.01774	0.03358	0.04253	0	0.02845	0.0309	0.02367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND5 pseudogene 16 [Source:HGNC Symbol;Acc:42278]	3	106617736	106619438	1
NUMT_03.020	intronic	3	106617734	106619663	mt	12464	14370	MTND6P6	MTND6P6	pseudogene	NA	ENSG00000240034.1	1	0	0	ENSG00000240034.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND6 pseudogene 6 [Source:HGNC Symbol;Acc:39469]	3	106619440	106619702	-1
NUMT_03.021	intronic	3	106619706	106619913	mt	5997	6204	NA	RP11-52L11.4	pseudogene	NA	ENSG00000250630.1	1	0	0	ENSG00000250630.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	106619701	106619928	-1
NUMT_03.022	intronic	3	106619915	106621369	mt	3349	4822	NA	RP11-52L11.4	pseudogene	NA	ENSG00000250630.1	1	0	0	ENSG00000250630.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	106619701	106619928	-1
NUMT_03.022	intronic	3	106619915	106621369	mt	3349	4822	MTND1P16	MTND1P16	pseudogene	NA	ENSG00000239586.1	1	0	0	ENSG00000239586.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND1 pseudogene 16 [Source:HGNC Symbol;Acc:42065]	3	106619915	106620812	1
NUMT_03.022	intronic	3	106619915	106621369	mt	3349	4822	MTND2P14	MTND2P14	pseudogene	NA	ENSG00000240796.1	1	0	0	ENSG00000240796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND2 pseudogene 14 [Source:HGNC Symbol;Acc:42115]	3	106621020	106621370	1
NUMT_03.023	intronic	3	106621370	106622402	mt	1020	2048	MTND2P14	MTND2P14	pseudogene	NA	ENSG00000240796.1	1	0	0	ENSG00000240796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND2 pseudogene 14 [Source:HGNC Symbol;Acc:42115]	3	106621020	106621370	1
NUMT_03.024	intronic	3	120440870	120441492	mt	7151	7773	NA	RP11-567P17.1	pseudogene	NA	ENSG00000240452.1	1	0	0	ENSG00000240452.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	120440871	120441158	1
NUMT_03.024	intronic	3	120440870	120441492	mt	7151	7773	NA	RP11-567P17.2	pseudogene	NA	ENSG00000243257.1	1	0	0	ENSG00000243257.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	120441305	120441493	1
NUMT_03.025	intronic	3	122407585	122407651	mt	4705	4771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.026	intronic	3	126724319	126724444	mt	6746	6871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.027	intronic	3	128708003	128708082	mt	9279	9358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.028	intergenic	3	150559858	150560014	mt	12429	12585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.029	intergenic	3	152637483	152637645	mt	5666	5823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.030	intronic	3	153376592	153376776	mt	7455	7644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.031	intronic	3	160665436	160665830	mt	1919	2314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.032	partial_gene	3	165877691	165877965	mt	11970	12244	MTND4P17	MTND4P17	pseudogene	NA	ENSG00000242178.1	1	0	0	ENSG00000242178.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND4 pseudogene 17 [Source:HGNC Symbol;Acc:42204]	3	165877809	165878158	-1
NUMT_03.033	partial_gene	3	165878018	165879852	mt	9109	10896	MTND4P17	MTND4P17	pseudogene	NA	ENSG00000242178.1	1	0	0	ENSG00000242178.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND4 pseudogene 17 [Source:HGNC Symbol;Acc:42204]	3	165877809	165878158	-1
NUMT_03.033	partial_gene	3	165878018	165879852	mt	9109	10896	NA	RP11-12N13.6	pseudogene	NA	ENSG00000240084.1	1	0	0	ENSG00000240084.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	165878202	165878492	-1
NUMT_03.033	partial_gene	3	165878018	165879852	mt	9109	10896	MTND3P7	MTND3P7	pseudogene	NA	ENSG00000240824.1	1	0	0	ENSG00000240824.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND3 pseudogene 7 [Source:HGNC Symbol;Acc:42147]	3	165878565	165878907	-1
NUMT_03.033	partial_gene	3	165878018	165879852	mt	9109	10896	NA	RP11-12N13.4	pseudogene	NA	ENSG00000242456.1	1	0	0	ENSG00000242456.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	165878991	165879756	-1
NUMT_03.034	intergenic	3	165944495	165944590	mt	1970	2065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.035	intergenic	3	165944910	165945331	mt	1548	1966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.036	intergenic	3	165945685	165945826	mt	1360	1501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.037	intergenic	3	165950270	165951045	mt	598	1373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.038	intronic	3	169654585	169654656	mt	16404	16475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.039	intergenic	3	171252212	171252440	mt	6705	6934	NA	RP11-263C16.2	pseudogene	NA	ENSG00000234594.1	1	0	0	ENSG00000234594.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3	171252212	171252404	1
NUMT_03.040	intergenic	3	175934278	175934335	mt	8932	8989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.041	intergenic	3	176684106	176684224	mt	4227	4349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.042	intergenic	3	176728508	176728816	mt	13012	13322	MTND5P15	MTND5P15	pseudogene	NA	ENSG00000231888.1	1	0	0	ENSG00000231888.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND5 pseudogene 15 [Source:HGNC Symbol;Acc:42277]	3	176728507	176728855	-1
NUMT_03.043	intronic	3	185776436	185776549	mt	11570	11685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_03.044	intergenic	3	187183969	187184039	mt	9178	9248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.001	intronic	4	5406266	5406444	mt	16295	16472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_04.002	intronic	4	12641918	12642262	mt	9335	9679	NA	RP11-352E6.2	pseudogene	NA	ENSG00000249780.1	1	0.416656603773585	22.4994566037736	ENSG00000249780.1	0.4576	0.3884	0.5796	0.1971	0.2079	0.3766	0	0.7771	0.6526	0.67815	0.5033	0.4005	0.57945	0.644	0.6618	0.6358	0.5645	0.6252	0.5174	0.5864	0.42595	0.21795	0.1727	0.08355	0.4682	0.3668	0.44745	0.38705	0.2439	0.38155	0.1961	0.6844	0.9559	0.7293	0.4512	0.2992	0.3393	0.5514	0.3522	0.1917	0.12155	0.3051	0.38955	0.4476	0.4641	0.3441	0.2054	0.40525	0.3794	0.49805	0.1897	0.2091	0.1447	NA	4	12641922	12642261	-1
NUMT_04.003	intronic	4	14507489	14508104	mt	4613	5233	MTND2P31	MTND2P31	pseudogene	NA	ENSG00000251252.1	1	0	0	ENSG00000251252.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND2 pseudogene 31 [Source:HGNC Symbol;Acc:42132]	4	14507489	14508104	-1
NUMT_04.004	intronic	4	17063500	17063790	mt	13098	13388	MTND5P4	MTND5P4	pseudogene	NA	ENSG00000251212.1	1	0	0	ENSG00000251212.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND5 pseudogene 4 [Source:HGNC Symbol;Acc:42306]	4	17063501	17063788	1
NUMT_04.005	partial_gene	4	25719536	25720505	mt	11300	12301	MTND4P9	MTND4P9	pseudogene	NA	ENSG00000250050.1	1	0.146859905660377	7.93043490566038	ENSG00000250050.1	0	0.03317	0	0	0	0	0	0.040005	0.06802	0.04876	2.7825	2.895	0.070725	0.06767	0.02691	0.03873	0.02931	0.016905	0.02297	0.020865	0	0.3614	0	0.036115	0	0	0.079875	0	0	0	0	0	0	0.03071	0	0.1689	0.1907	0	0.1811	0	0.077415	0	0	0	0	0.1498	0.22785	0.072505	0	0.045665	0	0	0	MT-ND4 pseudogene 9 [Source:HGNC Symbol;Acc:42226]	4	25719704	25721367	-1
NUMT_04.006	partial_gene	4	25720834	25722679	mt	9440	11293	MTND4P9	MTND4P9	pseudogene	NA	ENSG00000250050.1	1	0.146859905660377	7.93043490566038	ENSG00000250050.1	0	0.03317	0	0	0	0	0	0.040005	0.06802	0.04876	2.7825	2.895	0.070725	0.06767	0.02691	0.03873	0.02931	0.016905	0.02297	0.020865	0	0.3614	0	0.036115	0	0	0.079875	0	0	0	0	0	0	0.03071	0	0.1689	0.1907	0	0.1811	0	0.077415	0	0	0	0	0.1498	0.22785	0.072505	0	0.045665	0	0	0	MT-ND4 pseudogene 9 [Source:HGNC Symbol;Acc:42226]	4	25719704	25721367	-1
NUMT_04.006	partial_gene	4	25720834	25722679	mt	9440	11293	NA	RP11-302F12.7	pseudogene	NA	ENSG00000248133.1	1	0.0224084905660377	1.21005849056604	ENSG00000248133.1	0	0	0	0	0	0	0	0	0	0	0.43985	0.5663	0	0	0	0	0	0	0	0	0	0	0	0	0.1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	4	25721377	25721652	-1
NUMT_04.006	partial_gene	4	25720834	25722679	mt	9440	11293	MTND3P5	MTND3P5	pseudogene	NA	ENSG00000251353.1	1	0.0337311320754717	1.82148113207547	ENSG00000251353.1	0	0	0	0	0	0	0	0	0	0	0.80365	0.9841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT-ND3 pseudogene 5 [Source:HGNC Symbol;Acc:42154]	4	25721721	25722053	-1
NUMT_04.006	partial_gene	4	25720834	25722679	mt	9440	11293	NA	RP11-302F12.5	pseudogene	NA	ENSG00000248654.1	1	0.0317922641509434	1.71678226415094	ENSG00000248654.1	0	0	0	0	0	0	0	0	0	0	0.70225	0.8465	0	0	0	0	0	0	0	0	0	0.07981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	4	25722138	25722678	-1
NUMT_04.007	intergenic	4	27732046	27732197	mt	2899	3050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
